#Coverage (X)	Coverage
1.0	51.73393973848778
2.0	40.133097013677556
3.0	16.747483530080586
4.0	11.831588803798937
5.0	4.745343276594312
6.0	3.3441460723004326
7.0	2.187071531284488
8.0	1.7289235193793218
9.0	0.9798347991840188
10.0	0.5116543490619563
11.0	0.1772397418319116
12.0	0.17389559575961755
13.0	0.12038925860281324
14.0	0.12038925860281324
15.0	0.12038925860281324
16.0	0.12038925860281324
17.0	0.12038925860281324
18.0	0.12038925860281324
19.0	0.11704511253051919
20.0	0.11704511253051919
21.0	0.11704511253051919
22.0	0.11704511253051919
23.0	0.11704511253051919
24.0	0.11704511253051919
25.0	0.11704511253051919
26.0	0.11704511253051919
27.0	0.11704511253051919
28.0	0.11704511253051919
29.0	0.11704511253051919
30.0	0.11704511253051919
31.0	0.11704511253051919
32.0	0.11704511253051919
33.0	0.11704511253051919
34.0	0.11704511253051919
35.0	0.11704511253051919
36.0	0.11704511253051919
37.0	0.11704511253051919
38.0	0.11704511253051919
39.0	0.11704511253051919
40.0	0.11704511253051919
41.0	0.11704511253051919
42.0	0.11704511253051919
43.0	0.11704511253051919
44.0	0.11704511253051919
45.0	0.11704511253051919
46.0	0.11704511253051919
47.0	0.11704511253051919
48.0	0.11704511253051919
49.0	0.11704511253051919
50.0	0.11704511253051919
51.0	0.11704511253051919
