#Position (bp)	mapping quality
38.0	60.0
113.0	59.98835290692031
188.0	60.0
263.0	59.98323397913562
338.0	60.0
413.0	60.0
488.0	59.56629625633833
563.0	59.94017946161515
638.0	60.0
713.0	60.0
788.0	60.0
863.0	59.994816414686824
938.0	60.0
1013.0	60.0
1088.0	59.86600846262341
1163.0	60.0
1238.0	60.0
1313.0	59.99503064435978
1388.0	59.99257241891557
1463.0	60.0
1538.0	60.0
1613.0	59.97373604727512
1688.0	59.783636672903555
1763.0	59.98986486486486
1838.0	59.98959507500217
1913.0	60.0
1988.0	59.99219359875097
2063.0	59.948805460750854
2138.0	59.96338784476446
2213.0	60.0
2288.0	59.941767634075326
2363.0	60.0
2438.0	59.934055581723975
2513.0	60.0
2588.0	59.99354144241119
2663.0	59.82832618025751
2738.0	60.0
2813.0	60.0
2888.0	60.0
2963.0	59.9903412749517
3038.0	59.851485148514854
3113.0	60.0
3188.0	59.84605783232786
3263.0	59.9035288144199
3338.0	59.90540346853949
3413.0	60.0
3488.0	60.0
3563.0	59.97238628518831
3638.0	59.98953626634958
3713.0	60.0
3788.0	60.0
3863.0	59.98609662843239
3938.0	59.89015753721636
4013.0	60.0
4088.0	59.94417077175698
4163.0	60.0
4238.0	59.9932949656367
4313.0	59.918377145600765
4388.0	60.0
4463.0	60.0
4538.0	59.867986798679866
4613.0	60.0
4688.0	60.0
4763.0	59.920368818105615
4838.0	59.92872597683594
4913.0	60.0
4988.0	60.0
5063.0	59.95579567779961
5138.0	59.92990853919138
5213.0	59.99442741710783
5288.0	59.98192498870312
5363.0	59.99107142857143
5438.0	59.98807986490514
5513.0	59.99061840356501
5588.0	59.97257978520832
5663.0	59.99411880023525
5738.0	59.90612648221344
5813.0	60.0
5888.0	60.0
5963.0	59.996302230987304
6038.0	60.0
6113.0	60.0
6188.0	60.0
6263.0	60.0
6338.0	60.0
6413.0	60.0
6488.0	59.72141997593261
6563.0	59.77625570776256
6638.0	60.0
6713.0	60.0
6788.0	60.0
6863.0	59.97838616714697
6938.0	60.0
7013.0	60.0
7088.0	60.0
7163.0	59.89336326645152
7238.0	59.98625272081567
7313.0	59.993588373584096
7388.0	60.0
7463.0	59.952160739913886
7538.0	59.97928494706153
7613.0	59.91883116883117
7688.0	59.949302915082384
7763.0	60.0
7838.0	60.0
7913.0	60.0
7988.0	60.0
8063.0	60.0
8138.0	59.92005710206995
8213.0	60.0
8288.0	60.0
8363.0	59.894715529459404
8438.0	59.96421115419028
8513.0	59.91023975434038
8588.0	59.93110593110593
8663.0	59.997231012658226
8738.0	60.0
8813.0	60.0
8888.0	60.0
8963.0	59.9791086350975
9038.0	59.893048128342244
9113.0	60.0
9188.0	59.978967048375786
9263.0	60.0
9338.0	59.962786851354146
9413.0	59.938165578838884
9488.0	60.0
9563.0	60.0
9638.0	60.0
9713.0	59.958274063537225
9788.0	59.979636857288305
9863.0	59.9783119465028
9938.0	59.94619711420885
10013.0	59.94950645406226
10088.0	59.99654192910955
10163.0	59.93905535804977
10238.0	60.0
10313.0	60.0
10388.0	60.0
10463.0	60.0
10538.0	59.98533007334963
10613.0	60.0
10688.0	60.0
10763.0	59.825768982576896
10838.0	60.0
10913.0	60.0
10988.0	59.99201171614965
11063.0	59.868026394721056
11138.0	59.74857826997905
11213.0	60.0
11288.0	60.0
11363.0	59.975512203085465
11438.0	59.98036809815951
11513.0	60.0
11588.0	60.0
11663.0	60.0
11738.0	60.0
11813.0	59.976196773340384
11888.0	60.0
11963.0	60.0
12038.0	59.941699907947225
12113.0	60.0
12188.0	60.0
12263.0	59.98684210526316
12338.0	60.0
12413.0	60.0
12488.0	59.91318254512223
12563.0	59.937256598874946
12638.0	59.983577391542354
12713.0	59.99700074981255
12788.0	60.0
12863.0	59.993001283098096
12938.0	59.99181110959465
13013.0	60.0
13088.0	59.9832878391176
13163.0	60.0
13238.0	60.0
13313.0	60.0
13388.0	59.98198017819602
13463.0	59.98928858341516
13538.0	60.0
13613.0	59.9896408839779
13688.0	59.926683387999226
13763.0	60.0
13838.0	59.995283389670625
13913.0	59.93255236066738
13988.0	60.0
14063.0	59.99445163676715
14138.0	59.987434554973824
14213.0	60.0
14288.0	60.0
14363.0	59.98805256869773
14438.0	60.0
14513.0	59.99430523917995
14588.0	59.98761482093095
14663.0	60.0
14738.0	60.0
14813.0	59.96027147823208
14888.0	59.93842996408414
14963.0	60.0
15038.0	60.0
15113.0	60.0
15188.0	60.0
15263.0	60.0
15338.0	59.90620336815178
15413.0	60.0
15488.0	60.0
15563.0	60.0
15638.0	60.0
15713.0	60.0
15788.0	59.992084432717675
15863.0	59.989955917638525
15938.0	60.0
16013.0	60.0
16088.0	60.0
16163.0	60.0
16238.0	60.0
16313.0	59.986324786324786
16388.0	59.99428843407901
16463.0	60.0
16538.0	60.0
16613.0	59.993893129770996
16688.0	60.0
16763.0	59.939819458375126
16838.0	60.0
16913.0	60.0
16988.0	60.0
17063.0	60.0
17138.0	60.0
17213.0	60.0
17288.0	60.0
17363.0	59.99616735867135
17438.0	59.98427260812582
17513.0	60.0
17588.0	59.97076498294624
17663.0	59.990819371126925
17738.0	59.99592003263974
17813.0	60.0
17888.0	60.0
17963.0	59.97639344262295
18038.0	60.0
18113.0	59.903830210578676
18188.0	59.89727004660896
18263.0	59.93488605058853
18338.0	59.96271439224459
18413.0	59.786044718581344
18488.0	59.93589202867988
18563.0	59.98406374501992
18638.0	60.0
18713.0	60.0
18788.0	59.99012508229098
18863.0	60.0
18938.0	59.945200474929216
19013.0	59.79124702435451
19088.0	59.90915610805642
19163.0	59.465556274256144
19238.0	59.99242997728993
19313.0	59.731668153434434
19388.0	59.94541023558083
19463.0	60.0
19538.0	59.974815048008814
19613.0	60.0
19688.0	59.98985590778098
19763.0	60.0
19838.0	60.0
19913.0	60.0
19988.0	59.99242902208202
20063.0	59.99682455676105
20138.0	59.93058679863744
20213.0	60.0
20288.0	59.59522949042284
20363.0	60.0
20438.0	60.0
20513.0	59.60274467316721
20588.0	59.877425944841676
20663.0	59.982102908277405
20738.0	60.0
20813.0	59.92020159596808
20888.0	60.0
20963.0	60.0
21038.0	60.0
21113.0	59.9085769277036
21188.0	60.0
21263.0	60.0
21338.0	59.685256764218664
21413.0	60.0
21488.0	59.84587226664098
21563.0	59.874580559986796
21638.0	59.96362534101243
21713.0	60.0
21788.0	59.983349521298734
21863.0	59.73749835936474
21938.0	60.0
22013.0	59.79568234387047
22088.0	59.887069452286845
22163.0	59.86124876114965
22238.0	60.0
22313.0	60.0
22388.0	60.0
22463.0	60.0
22538.0	60.0
22613.0	60.0
22688.0	60.0
22763.0	60.0
22838.0	60.0
22913.0	60.0
22988.0	60.0
23063.0	60.0
23138.0	59.92264124879127
23213.0	59.987198634521015
23288.0	60.0
23363.0	59.99470105095823
23438.0	60.0
23513.0	59.98413328044427
23588.0	59.99588815789474
23663.0	60.0
23738.0	60.0
23813.0	60.0
23888.0	59.90799492385787
23963.0	59.893691862737434
24038.0	59.939835338822036
24113.0	59.90972595378829
24188.0	59.88598859885989
24263.0	59.99108337048596
24338.0	60.0
24413.0	60.0
24488.0	60.0
24563.0	60.0
24638.0	59.967724583109195
24713.0	59.93118702383878
24788.0	60.0
24863.0	59.7686165879094
24938.0	60.0
25013.0	59.8588604286461
25088.0	60.0
25163.0	60.0
25238.0	60.0
25313.0	60.0
25388.0	59.94496855345912
25463.0	59.76358007317759
25538.0	60.0
25613.0	60.0
25688.0	60.0
25763.0	60.0
25838.0	59.982751185855975
25913.0	60.0
25988.0	60.0
26063.0	59.9934725848564
26138.0	60.0
26213.0	60.0
26288.0	59.995429964201385
26363.0	60.0
26438.0	60.0
26513.0	60.0
26588.0	59.96915563552243
26663.0	59.88442822384428
26738.0	59.99552138538479
26813.0	59.202190066484164
26888.0	60.0
26963.0	60.0
27038.0	59.983397897066965
27113.0	59.99348887683125
27188.0	60.0
27263.0	60.0
27338.0	59.996881658957435
27413.0	60.0
27488.0	60.0
27563.0	60.0
27638.0	60.0
27713.0	60.0
27788.0	59.9636111592445
27863.0	59.97529491692916
27938.0	60.0
28013.0	60.0
28088.0	60.0
28163.0	60.0
28238.0	59.9967792152021
28313.0	60.0
28388.0	59.997647335607574
28463.0	59.99687727698553
28538.0	60.0
28613.0	60.0
28688.0	60.0
28763.0	60.0
28838.0	59.99499791579825
28913.0	60.0
28988.0	59.98311286236983
29063.0	59.95846217750496
29138.0	59.935757420017985
29213.0	60.0
