#Position (bp)	insert size
38.0	16100.113402061856
113.0	184.25806451612902
188.0	160.97142857142856
263.0	218.69230769230768
338.0	242.6086956521739
413.0	197.93939393939394
488.0	171.43478260869566
563.0	192.82692307692307
638.0	160.4375
713.0	177.64102564102564
788.0	175.60416666666666
863.0	164.57142857142858
938.0	157.62962962962962
1013.0	209.84
1088.0	184.75
1163.0	210.25925925925927
1238.0	157.25641025641025
1313.0	150.23333333333332
1388.0	157.33333333333334
1463.0	190.0
1538.0	194.52941176470588
1613.0	201.34375
1688.0	216.47826086956522
1763.0	191.31578947368422
1838.0	147.33333333333334
1913.0	181.16666666666666
1988.0	182.70833333333334
2063.0	206.75
2138.0	176.04347826086956
2213.0	192.35714285714286
2288.0	177.47916666666666
2363.0	147.9
2438.0	199.0
2513.0	169.55555555555554
2588.0	178.3448275862069
2663.0	178.32142857142858
2738.0	185.69230769230768
2813.0	164.225
2888.0	173.91304347826087
2963.0	203.94444444444446
3038.0	211.4
3113.0	246.45
3188.0	217.4375
3263.0	196.1090909090909
3338.0	173.45833333333334
3413.0	175.03508771929825
3488.0	153.8372093023256
3563.0	179.28571428571428
3638.0	179.3125
3713.0	180.55555555555554
3788.0	190.51612903225808
3863.0	206.53125
3938.0	198.125
4013.0	197.82692307692307
4088.0	180.10526315789474
4163.0	137.21333333333334
4238.0	176.5
4313.0	180.05882352941177
4388.0	139.5142857142857
4463.0	208.8235294117647
4538.0	172.47368421052633
4613.0	206.44444444444446
4688.0	202.20689655172413
4763.0	183.59375
4838.0	191.96296296296296
4913.0	155.0
4988.0	202.40625
5063.0	184.31578947368422
5138.0	169.64444444444445
5213.0	180.41666666666666
5288.0	241.38709677419354
5363.0	187.42307692307693
5438.0	169.12765957446808
5513.0	182.44642857142858
5588.0	225.41666666666666
5663.0	233.6764705882353
5738.0	208.58536585365854
5813.0	178.14285714285714
5888.0	152.8913043478261
5963.0	169.3095238095238
6038.0	189.90625
6113.0	220.80555555555554
6188.0	161.11267605633802
6263.0	156.57142857142858
6338.0	168.02941176470588
6413.0	147.52631578947367
6488.0	97.9
6563.0	203.27272727272728
6638.0	174.97619047619048
6713.0	174.56
6788.0	181.75
6863.0	193.94444444444446
6938.0	203.5
7013.0	191.31034482758622
7088.0	179.11111111111111
7163.0	178.17857142857142
7238.0	186.05555555555554
7313.0	178.2608695652174
7388.0	182.91304347826087
7463.0	170.44
7538.0	176.1818181818182
7613.0	183.73684210526315
7688.0	169.13513513513513
7763.0	204.36363636363637
7838.0	177.53333333333333
7913.0	225.0
7988.0	177.1304347826087
8063.0	207.82142857142858
8138.0	166.34375
8213.0	162.84848484848484
8288.0	222.1764705882353
8363.0	208.0
8438.0	163.71428571428572
8513.0	194.11111111111111
8588.0	154.24137931034483
8663.0	177.57894736842104
8738.0	179.72222222222223
8813.0	180.55555555555554
8888.0	190.95652173913044
8963.0	174.3030303030303
9038.0	158.41666666666666
9113.0	177.10526315789474
9188.0	171.42857142857142
9263.0	222.27272727272728
9338.0	189.65
9413.0	168.79166666666666
9488.0	173.06666666666666
9563.0	143.08333333333334
9638.0	202.75
9713.0	189.41176470588235
9788.0	184.8846153846154
9863.0	164.17142857142858
9938.0	149.33333333333334
10013.0	189.21875
10088.0	177.38709677419354
10163.0	203.2608695652174
10238.0	210.725
10313.0	164.31914893617022
10388.0	208.27272727272728
10463.0	181.77777777777777
10538.0	144.17948717948718
10613.0	177.52941176470588
10688.0	165.83333333333334
10763.0	168.59375
10838.0	187.875
10913.0	186.85185185185185
10988.0	188.89285714285714
11063.0	210.7037037037037
11138.0	195.40740740740742
11213.0	198.24242424242425
11288.0	174.5609756097561
11363.0	154.3673469387755
11438.0	161.94117647058823
11513.0	230.88888888888889
11588.0	163.6060606060606
11663.0	175.5
11738.0	179.30434782608697
11813.0	191.8913043478261
11888.0	184.38297872340425
