#Position (bp)	Coverage
38.0	8.76
113.0	5.44
188.0	3.3333333333333335
263.0	3.6666666666666665
338.0	4.52
413.0	4.8
488.0	6.026666666666666
563.0	8.36
638.0	6.6
713.0	2.96
788.0	1.2533333333333334
863.0	2.0
938.0	5.96
1013.0	9.48
1088.0	6.706666666666667
1163.0	3.92
1238.0	5.573333333333333
1313.0	4.173333333333333
1388.0	2.7466666666666666
1463.0	2.2666666666666666
1538.0	1.9066666666666667
1613.0	4.626666666666667
1688.0	4.8933333333333335
1763.0	3.36
1838.0	6.293333333333333
1913.0	12.386666666666667
1988.0	2.84
2063.0	1.48
2138.0	3.28
2213.0	6.96
2288.0	4.373333333333333
2363.0	8.573333333333334
2438.0	4.253333333333333
2513.0	2.08
2588.0	6.36
2663.0	7.213333333333333
2738.0	7.786666666666667
2813.0	3.8933333333333335
2888.0	0.0
2963.0	1.8133333333333332
3038.0	2.8266666666666667
3113.0	1.2533333333333334
3188.0	2.0
3263.0	2.8266666666666667
3338.0	10.28
3413.0	20.346666666666668
3488.0	15.906666666666666
3563.0	10.506666666666666
3638.0	4.733333333333333
3713.0	1.7466666666666666
3788.0	4.4
3863.0	5.026666666666666
3938.0	5.386666666666667
4013.0	6.386666666666667
4088.0	6.0
4163.0	5.8933333333333335
4238.0	4.1066666666666665
4313.0	5.16
4388.0	6.16
4463.0	5.68
4538.0	2.6933333333333334
4613.0	3.013333333333333
4688.0	4.933333333333334
4763.0	10.32
4838.0	11.346666666666666
4913.0	5.8
4988.0	2.7466666666666666
5063.0	4.1866666666666665
5138.0	9.613333333333333
5213.0	7.333333333333333
5288.0	3.026666666666667
5363.0	3.7466666666666666
5438.0	3.013333333333333
5513.0	3.9066666666666667
5588.0	5.56
5663.0	4.373333333333333
5738.0	3.9066666666666667
5813.0	9.706666666666667
5888.0	17.826666666666668
5963.0	18.72
6038.0	7.68
6113.0	5.426666666666667
6188.0	2.3866666666666667
6263.0	9.653333333333334
6338.0	7.133333333333334
6413.0	2.453333333333333
6488.0	1.6133333333333333
6563.0	4.8933333333333335
6638.0	8.506666666666666
6713.0	8.333333333333334
6788.0	0.56
6863.0	0.0
6938.0	0.0
7013.0	0.0
7088.0	0.0
7163.0	0.7066666666666667
7238.0	1.9466666666666668
7313.0	4.786666666666667
7388.0	3.0933333333333333
7463.0	4.826666666666667
7538.0	3.84
7613.0	1.5733333333333333
7688.0	1.4933333333333334
7763.0	2.3466666666666667
7838.0	2.533333333333333
7913.0	1.92
7988.0	5.44
8063.0	5.8933333333333335
8138.0	2.04
8213.0	3.8266666666666667
8288.0	5.973333333333334
8363.0	4.72
8438.0	5.413333333333333
8513.0	9.826666666666666
8588.0	8.333333333333334
8663.0	7.453333333333333
8738.0	2.7866666666666666
8813.0	1.36
8888.0	2.7333333333333334
8963.0	4.44
9038.0	4.64
9113.0	5.2
9188.0	2.56
9263.0	5.56
9338.0	3.48
9413.0	6.24
9488.0	6.093333333333334
9563.0	4.466666666666667
9638.0	2.6133333333333333
9713.0	1.08
9788.0	1.88
9863.0	7.1466666666666665
9938.0	12.666666666666666
10013.0	5.453333333333333
10088.0	4.8533333333333335
10163.0	5.92
10238.0	2.546666666666667
10313.0	5.24
10388.0	4.84
10463.0	4.546666666666667
10538.0	5.2
10613.0	3.9066666666666667
10688.0	4.4
10763.0	3.6533333333333333
10838.0	1.0133333333333334
10913.0	5.373333333333333
10988.0	6.52
11063.0	4.133333333333334
11138.0	1.1733333333333333
11213.0	0.08
11288.0	7.253333333333333
11363.0	8.24
11438.0	2.0
11513.0	1.12
11588.0	1.44
11663.0	1.5466666666666666
11738.0	3.76
11813.0	6.76
11888.0	6.16
11963.0	5.32
12038.0	3.36
12113.0	0.17333333333333334
12188.0	3.92
12263.0	10.6
12338.0	5.12
12413.0	3.533333333333333
12488.0	2.76
12563.0	6.093333333333334
12638.0	9.666666666666666
12713.0	12.933333333333334
12788.0	11.106666666666667
12863.0	2.5866666666666664
12938.0	3.6933333333333334
13013.0	6.266666666666667
13088.0	5.1066666666666665
13163.0	1.72
13238.0	2.4266666666666667
13313.0	5.8933333333333335
13388.0	6.28
13463.0	7.2
13538.0	4.706666666666667
13613.0	5.093333333333334
13688.0	9.253333333333334
13763.0	5.1866666666666665
13838.0	4.506666666666667
13913.0	9.813333333333333
13988.0	9.253333333333334
14063.0	7.546666666666667
14138.0	8.933333333333334
14213.0	8.906666666666666
14288.0	5.28
14363.0	2.12
14438.0	4.333333333333333
14513.0	4.72
14588.0	3.3733333333333335
14663.0	3.7733333333333334
14738.0	0.8
14813.0	0.68
14888.0	1.0
14963.0	0.32
15038.0	2.12
15113.0	5.213333333333333
15188.0	2.2533333333333334
15263.0	0.18666666666666668
15338.0	3.7066666666666666
15413.0	5.213333333333333
15488.0	10.186666666666667
15563.0	11.973333333333333
15638.0	7.466666666666667
15713.0	10.546666666666667
15788.0	9.253333333333334
15863.0	11.84
15938.0	9.573333333333334
16013.0	10.986666666666666
16088.0	12.413333333333334
16163.0	3.933333333333333
16238.0	2.12
16313.0	3.493333333333333
16388.0	3.9066666666666667
16463.0	4.946666666666666
16538.0	9.866666666666667
16613.0	0.3333333333333333
16688.0	0.0
16763.0	1.1733333333333333
16838.0	4.706666666666667
16913.0	5.88
16988.0	6.066666666666666
17063.0	8.786666666666667
17138.0	4.626666666666667
17213.0	4.866666666666666
17288.0	11.346666666666666
17363.0	12.666666666666666
17438.0	5.506666666666667
17513.0	1.3333333333333333
17588.0	7.0
17663.0	10.626666666666667
17738.0	13.48
17813.0	11.333333333333334
17888.0	6.653333333333333
17963.0	12.213333333333333
18038.0	15.8
18113.0	8.986666666666666
18188.0	8.226666666666667
18263.0	6.44
18338.0	2.453333333333333
18413.0	4.666666666666667
18488.0	7.346666666666667
18563.0	6.293333333333333
18638.0	1.9066666666666667
18713.0	2.6666666666666665
18788.0	7.72
18863.0	11.773333333333333
18938.0	10.066666666666666
19013.0	7.133333333333334
19088.0	4.8
19163.0	3.013333333333333
19238.0	2.64
19313.0	7.12
19388.0	4.24
19463.0	5.2
19538.0	14.68
19613.0	10.626666666666667
19688.0	3.64
19763.0	7.92
19838.0	4.04
19913.0	1.36
19988.0	10.56
20063.0	17.373333333333335
20138.0	15.293333333333333
20213.0	14.48
20288.0	9.026666666666667
20363.0	9.733333333333333
20438.0	4.346666666666667
20513.0	1.32
20588.0	3.506666666666667
20663.0	4.96
20738.0	5.706666666666667
20813.0	4.84
20888.0	6.1866666666666665
20963.0	7.173333333333333
21038.0	7.24
21113.0	5.4
21188.0	2.32
21263.0	6.506666666666667
21338.0	4.426666666666667
21413.0	0.6533333333333333
21488.0	3.493333333333333
21563.0	22.293333333333333
21638.0	18.906666666666666
21713.0	8.88
21788.0	7.56
21863.0	4.973333333333334
21938.0	2.2666666666666666
22013.0	4.8133333333333335
22088.0	6.386666666666667
22163.0	1.08
22238.0	4.28
22313.0	7.333333333333333
22388.0	5.8
22463.0	4.8533333333333335
22538.0	1.7466666666666666
22613.0	2.6933333333333334
22688.0	5.68
22763.0	4.36
22838.0	1.4266666666666667
22913.0	7.253333333333333
22988.0	7.013333333333334
23063.0	5.68
23138.0	3.546666666666667
23213.0	3.56
23288.0	5.8
23363.0	5.88
23438.0	5.44
23513.0	4.866666666666666
23588.0	8.693333333333333
23663.0	8.2
23738.0	9.253333333333334
23813.0	6.906666666666666
23888.0	8.653333333333334
23963.0	5.44
24038.0	3.8
24113.0	4.293333333333333
24188.0	4.026666666666666
24263.0	3.973333333333333
24338.0	7.08
24413.0	4.026666666666666
24488.0	3.493333333333333
24563.0	4.8533333333333335
24638.0	4.8133333333333335
24713.0	2.8
24788.0	3.6
24863.0	7.066666666666666
24938.0	11.546666666666667
25013.0	13.0
25088.0	6.173333333333333
25163.0	3.24
25238.0	5.373333333333333
25313.0	4.0
25388.0	4.8933333333333335
25463.0	3.12
25538.0	0.32
25613.0	5.466666666666667
25688.0	7.92
25763.0	7.92
25838.0	7.68
25913.0	5.653333333333333
25988.0	4.0
26063.0	3.4133333333333336
26138.0	8.72
26213.0	5.333333333333333
26288.0	2.76
26363.0	4.04
26438.0	3.6133333333333333
26513.0	4.546666666666667
26588.0	4.906666666666666
26663.0	7.293333333333333
26738.0	4.826666666666667
26813.0	2.72
26888.0	4.08
26963.0	6.906666666666666
27038.0	2.7333333333333334
27113.0	3.2266666666666666
27188.0	7.133333333333334
27263.0	15.706666666666667
27338.0	21.2
27413.0	15.546666666666667
27488.0	12.226666666666667
27563.0	5.746666666666667
27638.0	7.786666666666667
27713.0	5.8533333333333335
27788.0	12.026666666666667
27863.0	8.906666666666666
27938.0	7.1866666666666665
28013.0	5.746666666666667
28088.0	6.933333333333334
28163.0	6.306666666666667
28238.0	9.16
28313.0	10.213333333333333
28388.0	8.56
28463.0	5.64
28538.0	2.1333333333333333
28613.0	3.96
28688.0	3.0933333333333333
28763.0	2.72
28838.0	3.8666666666666667
28913.0	2.066666666666667
28988.0	8.346666666666666
29063.0	8.92
29138.0	2.0533333333333332
29213.0	2.6133333333333333
29288.0	9.76
29363.0	13.653333333333334
29438.0	15.026666666666667
29513.0	20.186666666666667
29588.0	22.746666666666666
29663.0	20.053333333333335
29738.0	6.76
29813.0	6.84
29877.0	4882.471698113208
