#Position (bp)	insert size
38.0	10789.745614035088
113.0	197.84848484848484
188.0	177.48076923076923
263.0	256.6666666666667
338.0	264.8863636363636
413.0	216.28301886792454
488.0	206.3658536585366
563.0	181.63934426229508
638.0	158.6122448979592
713.0	188.4561403508772
788.0	169.10416666666666
863.0	194.26666666666668
938.0	195.77777777777777
1013.0	163.92857142857142
1088.0	215.76666666666668
1163.0	188.4
1238.0	161.45833333333334
1313.0	157.19230769230768
1388.0	204.52941176470588
1463.0	151.0
1538.0	216.59259259259258
1613.0	225.34
1688.0	191.7391304347826
1763.0	181.5
1838.0	163.32142857142858
1913.0	212.56666666666666
1988.0	210.12121212121212
2063.0	215.75
2138.0	180.74576271186442
2213.0	184.48214285714286
2288.0	180.92537313432837
2363.0	177.0408163265306
2438.0	208.075
2513.0	173.97727272727272
2588.0	171.21428571428572
2663.0	181.20689655172413
2738.0	175.56410256410257
2813.0	172.96428571428572
2888.0	181.4375
2963.0	244.79166666666666
3038.0	239.3030303030303
3113.0	253.40540540540542
3188.0	223.61702127659575
3263.0	209.13483146067415
3338.0	163.01234567901236
3413.0	178.52631578947367
3488.0	168.35
3563.0	139.77142857142857
3638.0	187.33333333333334
3713.0	227.83870967741936
3788.0	233.58333333333334
3863.0	234.25531914893617
3938.0	236.71153846153845
4013.0	201.6875
4088.0	186.96
4163.0	175.97590361445782
4238.0	185.68965517241378
4313.0	171.78
4388.0	144.11864406779662
4463.0	200.83870967741936
4538.0	173.5151515151515
4613.0	196.68965517241378
4688.0	223.9111111111111
4763.0	193.80597014925374
4838.0	206.2051282051282
4913.0	169.58490566037736
4988.0	205.56521739130434
5063.0	198.02
5138.0	167.27272727272728
5213.0	233.6764705882353
5288.0	246.41666666666666
5363.0	202.5
5438.0	183.03846153846155
5513.0	179.78846153846155
5588.0	187.9
5663.0	243.09375
5738.0	211.91379310344828
5813.0	186.93406593406593
5888.0	159.60227272727272
5963.0	177.625
6038.0	196.54166666666666
6113.0	226.83928571428572
6188.0	173.2016129032258
6263.0	161.94565217391303
6338.0	180.32075471698113
6413.0	138.2972972972973
6488.0	155.63636363636363
6563.0	219.84615384615384
6638.0	191.5609756097561
6713.0	179.02777777777777
6788.0	181.95238095238096
6863.0	227.9375
6938.0	305.2
7013.0	222.10344827586206
7088.0	244.8
7163.0	159.6341463414634
7238.0	159.69767441860466
7313.0	180.46808510638297
7388.0	150.2156862745098
7463.0	162.68571428571428
7538.0	195.26315789473685
7613.0	178.25
7688.0	197.0
7763.0	183.0952380952381
7838.0	225.88571428571427
7913.0	252.57692307692307
7988.0	174.20689655172413
8063.0	222.41379310344828
8138.0	162.35
8213.0	183.9245283018868
8288.0	153.94117647058823
8363.0	203.26315789473685
8438.0	170.19672131147541
8513.0	201.76923076923077
8588.0	195.38636363636363
8663.0	183.825
8738.0	147.73333333333332
8813.0	219.0909090909091
8888.0	166.68965517241378
8963.0	213.4
9038.0	167.09302325581396
9113.0	179.9591836734694
9188.0	197.8421052631579
9263.0	185.6086956521739
9338.0	182.75862068965517
9413.0	201.68421052631578
9488.0	191.0
9563.0	202.23809523809524
9638.0	248.80769230769232
9713.0	233.6341463414634
9788.0	188.625
9863.0	168.13513513513513
9938.0	191.80357142857142
10013.0	191.2156862745098
10088.0	184.73529411764707
10163.0	235.3695652173913
10238.0	223.84375
10313.0	182.84146341463415
10388.0	208.21621621621622
10463.0	165.32530120481928
10538.0	177.5090909090909
10613.0	181.140625
10688.0	161.70491803278688
10763.0	202.06349206349208
10838.0	192.56410256410257
10913.0	168.0952380952381
10988.0	165.1081081081081
11063.0	205.41176470588235
11138.0	217.74468085106383
11213.0	183.025
11288.0	178.71186440677965
11363.0	157.4927536231884
11438.0	177.28571428571428
11513.0	234.64705882352942
11588.0	191.44897959183675
11663.0	186.96428571428572
11738.0	163.57142857142858
11813.0	206.17307692307693
11888.0	205.3582089552239
11963.0	164.81967213114754
12038.0	217.14705882352942
12113.0	176.08823529411765
12188.0	172.01492537313433
12263.0	166.62745098039215
12338.0	194.01785714285714
12413.0	214.7843137254902
12488.0	215.13924050632912
12563.0	202.54651162790697
12638.0	177.67676767676767
12713.0	134.70652173913044
12788.0	200.13333333333333
12863.0	247.3939393939394
12938.0	186.6727272727273
13013.0	146.83333333333334
13088.0	183.4848484848485
13163.0	242.57575757575756
13238.0	216.38095238095238
13313.0	224.9
13388.0	193.0
13463.0	238.41666666666666
13538.0	247.0
13613.0	197.609375
13688.0	197.54098360655738
13763.0	191.47826086956522
13838.0	174.7058823529412
13913.0	203.65384615384616
13988.0	225.3111111111111
14063.0	171.4655172413793
14138.0	163.05882352941177
14213.0	158.77333333333334
14288.0	254.10526315789474
14363.0	184.1875
14438.0	204.33928571428572
14513.0	191.55357142857142
14588.0	168.18421052631578
14663.0	170.575
14738.0	222.75862068965517
14813.0	188.48648648648648
14888.0	209.47619047619048
14963.0	188.4255319148936
15038.0	163.27450980392157
15113.0	171.9
15188.0	185.6764705882353
15263.0	205.25581395348837
15338.0	174.42857142857142
15413.0	285.7826086956522
15488.0	178.3134328358209
15563.0	217.05555555555554
15638.0	217.89473684210526
15713.0	210.15662650602408
15788.0	156.81012658227849
15863.0	170.35593220338984
15938.0	192.59649122807016
16013.0	186.6216216216216
16088.0	171.46666666666667
16163.0	211.0810810810811
16238.0	249.71698113207546
16313.0	200.0188679245283
16388.0	199.76923076923077
16463.0	156.38297872340425
16538.0	194.65217391304347
16613.0	188.89583333333334
16688.0	194.85714285714286
16763.0	179.94444444444446
16838.0	177.47058823529412
16913.0	182.6
16988.0	153.55263157894737
17063.0	245.09375
17138.0	224.0
17213.0	193.21052631578948
17288.0	175.18840579710144
17363.0	162.1818181818182
17438.0	238.55555555555554
17513.0	193.45569620253164
17588.0	175.43835616438355
17663.0	193.4125
17738.0	180.65714285714284
17813.0	203.02898550724638
17888.0	175.71794871794873
17963.0	151.2463768115942
18038.0	177.3272727272727
18113.0	183.6153846153846
18188.0	195.19565217391303
18263.0	198.93478260869566
18338.0	204.3469387755102
18413.0	206.97058823529412
18488.0	172.63829787234042
18563.0	155.33333333333334
18638.0	180.52777777777777
18713.0	189.54761904761904
18788.0	181.37254901960785
18863.0	178.61363636363637
18938.0	186.36363636363637
19013.0	175.0
19088.0	190.75
19163.0	219.15625
19238.0	234.11111111111111
19313.0	248.45454545454547
19388.0	236.65079365079364
19463.0	181.01
19538.0	144.75581395348837
19613.0	198.36170212765958
19688.0	176.24
19763.0	169.91666666666666
19838.0	255.85714285714286
19913.0	196.84615384615384
19988.0	170.659793814433
20063.0	189.82926829268294
20138.0	174.87755102040816
20213.0	235.1604938271605
20288.0	164.515625
20363.0	164.67741935483872
20438.0	228.82857142857142
20513.0	192.13513513513513
20588.0	183.34146341463415
20663.0	166.7674418604651
20738.0	165.93103448275863
20813.0	197.125
20888.0	237.64285714285714
20963.0	210.71052631578948
21038.0	202.07407407407408
21113.0	186.79591836734693
21188.0	175.28571428571428
21263.0	209.05882352941177
21338.0	280.06060606060606
21413.0	229.45454545454547
21488.0	178.8139534883721
21563.0	139.6164383561644
21638.0	176.55172413793105
21713.0	184.25641025641025
21788.0	217.4
21863.0	231.04761904761904
21938.0	177.12280701754386
22013.0	146.34285714285716
22088.0	213.375
22163.0	180.78333333333333
22238.0	145.87234042553192
22313.0	178.2
22388.0	228.63636363636363
22463.0	208.8709677419355
22538.0	181.82978723404256
22613.0	182.8
22688.0	170.19230769230768
22763.0	245.94444444444446
22838.0	183.96969696969697
22913.0	193.92592592592592
22988.0	218.5
23063.0	219.41176470588235
23138.0	199.03389830508473
23213.0	212.5
23288.0	185.6346153846154
23363.0	211.87755102040816
23438.0	183.71428571428572
23513.0	181.62790697674419
23588.0	187.40677966101694
23663.0	222.58139534883722
23738.0	202.08064516129033
23813.0	197.0281690140845
23888.0	148.2289156626506
23963.0	176.79365079365078
24038.0	189.375
24113.0	210.41935483870967
24188.0	168.54545454545453
24263.0	177.6153846153846
24338.0	183.53125
24413.0	196.71052631578948
24488.0	193.0
24563.0	180.09756097560975
24638.0	248.12
24713.0	226.93617021276594
24788.0	191.3
24863.0	159.8762886597938
24938.0	172.59016393442624
25013.0	174.36111111111111
25088.0	206.9090909090909
25163.0	187.12
25238.0	159.0222222222222
25313.0	157.625
25388.0	144.65714285714284
25463.0	189.03703703703704
25538.0	197.72727272727272
25613.0	193.325
25688.0	141.8048780487805
25763.0	175.72413793103448
25838.0	193.44117647058823
25913.0	215.5185185185185
25988.0	237.7741935483871
26063.0	221.42857142857142
26138.0	233.31372549019608
26213.0	189.49122807017545
26288.0	179.08333333333334
26363.0	172.375
26438.0	225.43333333333334
26513.0	269.57894736842104
26588.0	211.47674418604652
26663.0	189.42857142857142
26738.0	205.3132530120482
26813.0	196.73584905660377
26888.0	175.37313432835822
26963.0	279.0869565217391
27038.0	241.80555555555554
27113.0	218.125
27188.0	206.9787234042553
27263.0	152.31578947368422
27338.0	181.96666666666667
27413.0	157.43939393939394
27488.0	238.24242424242425
27563.0	181.71428571428572
27638.0	232.31034482758622
27713.0	221.8048780487805
27788.0	205.515625
27863.0	173.6056338028169
27938.0	178.5185185185185
28013.0	189.51020408163265
28088.0	217.50819672131146
28163.0	210.68115942028984
28238.0	193.8641975308642
28313.0	190.0
28388.0	191.7843137254902
28463.0	195.0204081632653
28538.0	156.5686274509804
28613.0	160.40677966101694
28688.0	184.8846153846154
28763.0	206.75
28838.0	196.9142857142857
28913.0	190.61904761904762
28988.0	174.68539325842696
29063.0	218.37037037037038
29138.0	203.38
29213.0	219.52325581395348
29288.0	189.34782608695653
29363.0	186.43421052631578
29438.0	179.82291666666666
29513.0	187.11320754716982
29588.0	134.2156862745098
29663.0	165.83333333333334
29738.0	124.11475409836065
29813.0	84.5
