#Position (bp)	Coverage
38.0	1337.88
113.0	1282.4133333333334
188.0	1620.76
263.0	1719.8
338.0	1311.76
413.0	1455.48
488.0	1638.7733333333333
563.0	1793.5066666666667
638.0	1971.7733333333333
713.0	2040.5066666666667
788.0	2211.12
863.0	2059.0
938.0	1887.64
1013.0	1638.0266666666666
1088.0	1022.1733333333333
1163.0	1338.7733333333333
1238.0	2041.2933333333333
1313.0	2335.8933333333334
1388.0	1671.8533333333332
1463.0	1169.44
1538.0	1253.44
1613.0	1043.5466666666666
1688.0	1103.9333333333334
1763.0	1150.3866666666668
1838.0	1781.7333333333333
1913.0	2175.5466666666666
1988.0	1422.2133333333334
2063.0	1491.4666666666667
2138.0	1514.0666666666666
2213.0	1661.9733333333334
2288.0	1605.84
2363.0	2042.9866666666667
2438.0	1617.7466666666667
2513.0	1391.56
2588.0	1764.08
2663.0	1661.44
2738.0	1322.28
2813.0	1635.84
2888.0	1993.6266666666668
2963.0	1221.2933333333333
3038.0	970.5466666666666
3113.0	955.1333333333333
3188.0	1124.2933333333333
3263.0	1356.5866666666666
3338.0	1601.68
3413.0	1761.0933333333332
3488.0	1826.2533333333333
3563.0	2159.6266666666666
3638.0	1734.3466666666666
3713.0	1107.4266666666667
3788.0	1116.2666666666667
3863.0	1292.8133333333333
3938.0	1100.0533333333333
4013.0	1342.1466666666668
4088.0	1737.8533333333332
4163.0	2007.4933333333333
4238.0	2182.786666666667
4313.0	1248.24
4388.0	1410.16
4463.0	1396.1733333333334
4538.0	1052.8933333333334
4613.0	1501.52
4688.0	1533.4533333333334
4763.0	1439.7466666666667
4838.0	1146.6
4913.0	1409.7066666666667
4988.0	1627.08
5063.0	1482.5866666666666
5138.0	1882.0933333333332
5213.0	1695.7866666666666
5288.0	1103.6
5363.0	1068.08
5438.0	1461.7866666666666
5513.0	1857.2
5588.0	1946.2666666666667
5663.0	1634.5066666666667
5738.0	1343.0533333333333
5813.0	1609.1866666666667
5888.0	2020.3333333333333
5963.0	1921.8266666666666
6038.0	1437.32
6113.0	1273.3866666666668
6188.0	1527.8533333333332
6263.0	2282.9466666666667
6338.0	2383.6133333333332
6413.0	2055.9866666666667
6488.0	1294.56
6563.0	602.0933333333334
6638.0	860.56
6713.0	979.8666666666667
6788.0	645.4533333333334
6863.0	532.16
6938.0	505.26666666666665
7013.0	667.1466666666666
7088.0	878.2666666666667
7163.0	987.32
7238.0	1050.5066666666667
7313.0	1065.6266666666668
7388.0	1023.6266666666667
7463.0	1067.0133333333333
7538.0	951.7866666666666
7613.0	1005.2266666666667
7688.0	1214.76
7763.0	1069.7066666666667
7838.0	924.6933333333334
7913.0	922.08
7988.0	1090.6533333333334
8063.0	1211.2
8138.0	1203.16
8213.0	1617.8666666666666
8288.0	1476.2533333333333
8363.0	1144.4266666666667
8438.0	1058.3333333333333
8513.0	1019.7333333333333
8588.0	957.44
8663.0	1403.9066666666668
8738.0	1733.88
8813.0	1368.3866666666668
8888.0	1206.16
8963.0	1097.2933333333333
9038.0	1221.3866666666668
9113.0	1734.24
9188.0	1665.3733333333332
9263.0	1062.0533333333333
9338.0	870.36
9413.0	1173.32
9488.0	994.4533333333334
9563.0	715.6933333333334
9638.0	498.8666666666667
9713.0	490.72
9788.0	772.8666666666667
9863.0	1244.0
9938.0	2114.4933333333333
10013.0	2206.3733333333334
10088.0	1700.52
10163.0	1624.7466666666667
10238.0	1427.5733333333333
10313.0	1641.2
10388.0	2083.4666666666667
10463.0	2045.3066666666666
10538.0	2273.64
10613.0	2057.4666666666667
10688.0	1928.4533333333334
10763.0	1938.64
10838.0	1421.1066666666666
10913.0	1342.9066666666668
10988.0	1365.76
11063.0	983.9066666666666
11138.0	790.2933333333333
11213.0	1060.9466666666667
11288.0	1541.44
11363.0	1798.56
