#Position (bp)	insert size
38.0	18248.329809725157
113.0	197.13888888888889
188.0	170.12745098039215
263.0	210.6299019607843
338.0	218.65573770491804
413.0	206.58196721311475
488.0	198.62530413625305
563.0	177.85401459854015
638.0	187.42230347349178
713.0	182.47086614173227
788.0	174.99100719424462
863.0	161.68858800773694
938.0	168.30753138075315
1013.0	1334.9573643410852
1088.0	225.87603305785123
1163.0	189.50302114803625
1238.0	169.55119453924914
1313.0	163.05115089514067
1388.0	358.4788273615635
1463.0	174.03473945409428
1538.0	214.2
1613.0	233.03048780487805
1688.0	214.68229166666666
1763.0	204.88082901554404
1838.0	165.0472027972028
1913.0	202.98104265402844
1988.0	194.3448275862069
2063.0	205.13978494623655
2138.0	191.14661654135338
2213.0	208.1259259259259
2288.0	181.14464285714286
2363.0	185.15064935064936
2438.0	195.5731707317073
2513.0	195.40820734341253
2588.0	193.11860940695297
2663.0	209.87640449438203
2738.0	206.37593984962405
2813.0	171.8894927536232
2888.0	173.97682119205297
2963.0	212.6085409252669
3038.0	228.58649789029536
3113.0	225.39946380697052
3188.0	211.85790884718497
3263.0	222.83297180043385
3338.0	207.48936170212767
3413.0	197.9981308411215
3488.0	177.7391304347826
3563.0	181.05150214592274
3638.0	208.40727272727273
3713.0	225.58333333333334
3788.0	209.84745762711864
3863.0	248.8673469387755
3938.0	238.94794520547944
4013.0	209.37425742574257
4088.0	193.3681592039801
4163.0	160.34913112164298
4238.0	184.39884393063585
4313.0	185.35570469798657
4388.0	168.19856459330143
4463.0	229.29739776951672
4538.0	194.5065789473684
4613.0	193.26984126984127
4688.0	208.4425
4763.0	243.73454545454547
4838.0	225.79261363636363
4913.0	204.05324074074073
4988.0	210.87387387387386
5063.0	205.32116788321167
5138.0	183.79481641468684
5213.0	221.39914163090128
5288.0	251.65203761755487
5363.0	206.82005141388174
5438.0	202.30674846625766
5513.0	190.99146757679182
5588.0	215.9300518134715
5663.0	239.10208816705335
5738.0	236.84957627118644
5813.0	211.8734939759036
5888.0	208.52852852852854
5963.0	217.04076086956522
6038.0	245.7077922077922
6113.0	231.41538461538462
6188.0	200.58250825082507
6263.0	174.2391304347826
6338.0	170.03819444444446
6413.0	194.54752851711027
6488.0	238.4198473282443
6563.0	225.94618834080717
6638.0	215.9078947368421
6713.0	247.34126984126985
6788.0	256.4396551724138
6863.0	250.8913043478261
6938.0	232.28804347826087
7013.0	226.6741935483871
7088.0	228.34661354581672
7163.0	220.98031496062993
7238.0	216.68539325842696
7313.0	225.75
7388.0	214.94039735099338
7463.0	219.91803278688525
7538.0	201.23487544483984
7613.0	198.8409090909091
7688.0	208.23876404494382
7763.0	226.26027397260273
7838.0	226.54854368932038
7913.0	225.95498392282957
7988.0	193.44350282485877
8063.0	217.68195718654434
8138.0	181.45049504950495
8213.0	186.34591194968553
8288.0	188.11436950146629
8363.0	209.3896551724138
8438.0	228.8659793814433
8513.0	231.59636363636363
8588.0	216.35438596491227
8663.0	178.47530864197532
8738.0	176.06611570247935
8813.0	202.86686390532543
8888.0	199.92835820895522
8963.0	214.22598870056498
9038.0	183.38725490196077
9113.0	174.94252873563218
9188.0	192.771875
9263.0	248.05963302752295
9338.0	199.63793103448276
9413.0	214.73306772908367
9488.0	241.00884955752213
9563.0	292.6595744680851
9638.0	263.59493670886076
9713.0	247.80382775119617
9788.0	233.6497175141243
9863.0	189.5501066098081
9938.0	160.9779086892489
10013.0	191.02794411177643
10088.0	201.23516483516482
10163.0	217.9162895927602
10238.0	222.87121212121212
10313.0	206.71724137931034
10388.0	206.5215053763441
10463.0	193.1788908765653
10538.0	176.32588454376165
10613.0	187.0822429906542
10688.0	185.73727087576376
10763.0	191.08128078817734
10838.0	373.9452887537994
10913.0	191.45114942528735
10988.0	205.06637168141592
11063.0	228.1711229946524
11138.0	226.27893175074183
11213.0	200.81050228310502
11288.0	202.50924024640656
11363.0	181.64097363083164
11438.0	213.06545454545454
11513.0	246.45945945945945
11588.0	225.44476744186048
11663.0	219.63661202185793
11738.0	191.20666666666668
11813.0	218.5261780104712
11888.0	191.13117870722434
11963.0	167.60042735042734
12038.0	232.46531791907515
12113.0	193.01531728665208
12188.0	172.93964110929852
12263.0	177.59861591695503
12338.0	183.69834710743802
12413.0	220.21307506053267
12488.0	236.98279158699808
12563.0	217.26078028747432
12638.0	179.88326300984528
12713.0	150.09806629834253
12788.0	192.91290322580645
12863.0	224.28494623655914
12938.0	200.19693094629156
13013.0	170.1484962406015
13088.0	183.78761061946904
13163.0	200.19144144144144
13238.0	202.3037037037037
13313.0	184.19321148825065
13388.0	169.82079646017698
13463.0	197.92934782608697
13538.0	250.38
13613.0	236.74352331606218
13688.0	208.5356415478615
13763.0	202.5835140997831
13838.0	247.31558935361215
13913.0	228.95907928388746
13988.0	210.49129593810446
14063.0	201.7743271221532
14138.0	180.53033707865168
14213.0	197.33633633633633
14288.0	234.71641791044777
14363.0	211.41873278236915
14438.0	216.72051282051282
14513.0	207.97734627831716
14588.0	182.95821727019498
14663.0	205.02898550724638
14738.0	239.25726141078837
14813.0	205.840625
14888.0	206.25210084033614
14963.0	220.06969696969696
15038.0	198.49395161290323
15113.0	187.664
15188.0	208.11480362537765
15263.0	191.83695652173913
15338.0	193.64406779661016
15413.0	213.00294117647059
15488.0	188.01926782273603
15563.0	237.87817258883248
15638.0	221.05726872246697
15713.0	215.63581488933602
15788.0	187.0344262295082
15863.0	215.39240506329114
15938.0	194.78068410462777
16013.0	216.6038338658147
16088.0	232.99630996309963
16163.0	208.27348066298342
16238.0	211.87301587301587
16313.0	201.48875255623722
16388.0	211.55084745762713
16463.0	204.9115479115479
16538.0	199.8935574229692
16613.0	194.76876267748477
16688.0	216.864406779661
16763.0	215.60340632603408
16838.0	192.93805309734512
16913.0	179.34722222222223
16988.0	184.5733695652174
17063.0	203.60344827586206
17138.0	230.38585209003216
17213.0	210.04245283018867
17288.0	204.60611854684512
17363.0	159.09668508287294
17438.0	203.12291666666667
17513.0	196.5378421900161
17588.0	215.62360801781736
17663.0	200.43057722308893
17738.0	187.44122383252818
17813.0	211.4367816091954
17888.0	207.8136645962733
17963.0	187.9910447761194
18038.0	192.99377593360995
18113.0	193.34172661870502
18188.0	209.28571428571428
18263.0	194.75506445672193
18338.0	204.70404411764707
18413.0	197.14990859232176
18488.0	198.16981132075472
18563.0	182.08374384236453
18638.0	174.2132796780684
18713.0	216.25589225589226
18788.0	188.98993963782695
18863.0	178.1298449612403
18938.0	179.47450110864744
19013.0	186.02659574468086
19088.0	231.78486055776892
19163.0	211.0447284345048
19238.0	215.49117647058824
