#Position (bp)	mapping quality
38.0	60.0
113.0	59.87957999853146
188.0	60.0
263.0	60.0
338.0	60.0
413.0	59.99564933652382
488.0	59.832879425600396
563.0	60.0
638.0	59.96403047943585
713.0	60.0
788.0	60.0
863.0	60.0
938.0	60.0
1013.0	59.99173269032036
1088.0	59.98718085674607
1163.0	59.91971017330853
1238.0	60.0
1313.0	59.99643409009866
1388.0	59.88599714992875
1463.0	60.0
1538.0	60.0
1613.0	60.0
1688.0	59.7152224824356
1763.0	60.0
1838.0	60.0
1913.0	59.99379395945387
1988.0	59.995083579154375
2063.0	60.0
2138.0	59.99574739527961
2213.0	60.0
2288.0	60.0
2363.0	59.99737187910644
2438.0	59.81522628932289
2513.0	60.0
2588.0	60.0
2663.0	59.90384615384615
2738.0	59.994244190229516
2813.0	60.0
2888.0	59.828681561853095
2963.0	60.0
3038.0	60.0
3113.0	60.0
3188.0	59.70617962585336
3263.0	59.94457409568261
3338.0	59.910225921522
3413.0	59.94402322955315
3488.0	60.0
3563.0	59.994476409666284
3638.0	60.0
3713.0	59.77609741726407
3788.0	59.7245696400626
3863.0	59.99054224464061
3938.0	59.99017440432326
4013.0	60.0
4088.0	59.98679519345042
4163.0	59.995116591380786
4238.0	59.99775918733194
4313.0	60.0
4388.0	60.0
4463.0	60.0
4538.0	60.0
4613.0	59.90997749437359
4688.0	59.940420194418316
4763.0	59.93689041881813
4838.0	59.99517219182491
4913.0	60.0
4988.0	60.0
5063.0	59.89273514005921
5138.0	59.87582748244734
5213.0	59.95748727415114
5288.0	59.94269972451791
5363.0	59.94901071400641
5438.0	60.0
5513.0	60.0
5588.0	59.96137622605072
5663.0	59.803248980648505
5738.0	60.0
5813.0	59.977841088952204
5888.0	59.990359509941754
5963.0	59.96937212863706
6038.0	59.98492651676925
6113.0	59.953611663353215
6188.0	59.99207292905272
6263.0	59.9956385839936
6338.0	59.99744659119925
6413.0	59.997015816174276
6488.0	59.97374323067666
6563.0	59.959514170040485
6638.0	59.59885991766072
6713.0	59.947093630351546
6788.0	59.994969397166095
6863.0	59.994886654167374
6938.0	59.295732838589984
7013.0	60.0
7088.0	60.0
7163.0	60.0
7238.0	60.0
7313.0	59.992239037640665
7388.0	59.97975477616196
7463.0	59.87530041886974
7538.0	59.972375236372606
7613.0	59.93655563903498
7688.0	59.94019515265974
7763.0	60.0
7838.0	59.8518649149105
7913.0	60.0
7988.0	60.0
8063.0	59.93217313699241
8138.0	59.98866641480922
8213.0	59.98387746876259
8288.0	60.0
8363.0	59.83096760212374
8438.0	59.942098914354645
8513.0	60.0
8588.0	60.0
8663.0	60.0
8738.0	60.0
8813.0	59.98982447214449
8888.0	59.99378367177787
8963.0	60.0
9038.0	59.933769063180826
9113.0	60.0
9188.0	59.99112557314007
9263.0	60.0
9338.0	59.92735763393436
9413.0	59.98604434796093
9488.0	59.94277108433735
9563.0	59.92829512218134
9638.0	59.991653915704546
9713.0	60.0
9788.0	59.884158114012806
9863.0	59.94879733269826
9938.0	59.97966889340691
10013.0	59.993773996056866
10088.0	59.77540399890441
10163.0	59.94048826672077
10238.0	59.995857783914396
10313.0	59.98625272081567
10388.0	60.0
10463.0	59.85430844435925
10538.0	60.0
10613.0	60.0
10688.0	59.990629880270696
10763.0	59.91796718687475
10838.0	60.0
10913.0	59.9452018176958
10988.0	59.903180159380355
11063.0	59.747736093143594
11138.0	60.0
11213.0	60.0
11288.0	59.99162712810494
11363.0	60.0
11438.0	59.92407221664995
11513.0	60.0
11588.0	59.9200084201663
11663.0	60.0
11738.0	59.99626796044038
11813.0	59.98865927419355
11888.0	59.97562791957213
11963.0	59.89281773761362
12038.0	60.0
12113.0	59.99351561655679
12188.0	60.0
12263.0	60.0
12338.0	60.0
12413.0	60.0
12488.0	60.0
12563.0	60.0
12638.0	60.0
12713.0	59.99558368909171
12788.0	60.0
12863.0	60.0
12938.0	59.87584472732988
13013.0	60.0
13088.0	59.97356245869134
13163.0	59.98881952855679
13238.0	60.0
13313.0	59.99119718309859
13388.0	60.0
13463.0	60.0
