#Position (bp)	Coverage
38.0	278.46666666666664
113.0	181.58666666666667
188.0	237.30666666666667
263.0	232.49333333333334
338.0	168.12
413.0	183.88
488.0	215.41333333333333
563.0	255.02666666666667
638.0	281.72
713.0	259.3466666666667
788.0	238.77333333333334
863.0	234.58666666666667
938.0	215.16
1013.0	193.53333333333333
1088.0	124.81333333333333
1163.0	136.17333333333335
1238.0	198.64
1313.0	224.34666666666666
1388.0	177.77333333333334
1463.0	113.37333333333333
1538.0	123.73333333333333
1613.0	121.10666666666667
1688.0	142.33333333333334
1763.0	170.09333333333333
1838.0	235.14666666666668
1913.0	257.81333333333333
1988.0	162.72
2063.0	176.45333333333335
2138.0	188.12
2213.0	236.93333333333334
2288.0	249.14666666666668
2363.0	304.4
2438.0	228.02666666666667
2513.0	180.70666666666668
2588.0	219.8
2663.0	199.68
2738.0	185.32
2813.0	187.41333333333333
2888.0	186.78666666666666
2963.0	133.68
3038.0	132.16
3113.0	120.0
3188.0	150.38666666666666
3263.0	182.82666666666665
3338.0	269.12
3413.0	330.61333333333334
3488.0	269.4
3563.0	289.6666666666667
3638.0	215.65333333333334
3713.0	135.77333333333334
3788.0	127.8
3863.0	169.17333333333335
3938.0	162.84
4013.0	214.09333333333333
4088.0	302.92
4163.0	327.64
4238.0	357.0133333333333
4313.0	190.96
4388.0	216.57333333333332
4463.0	203.48
4538.0	113.14666666666666
4613.0	159.96
4688.0	170.08
4763.0	185.92
4838.0	165.70666666666668
4913.0	208.50666666666666
4988.0	225.62666666666667
5063.0	234.18666666666667
5138.0	265.8666666666667
5213.0	238.36
5288.0	169.4
5363.0	170.49333333333334
5438.0	192.02666666666667
5513.0	208.54666666666665
5588.0	262.36
5663.0	206.01333333333332
5738.0	160.28
5813.0	252.72
5888.0	331.93333333333334
5963.0	330.85333333333335
6038.0	212.29333333333332
6113.0	160.96
6188.0	201.84
6263.0	366.85333333333335
6338.0	313.3066666666667
6413.0	268.08
6488.0	243.74666666666667
6563.0	92.21333333333334
6638.0	126.30666666666667
6713.0	191.53333333333333
6788.0	159.02666666666667
6863.0	156.45333333333335
6938.0	107.8
7013.0	82.96
7088.0	126.02666666666667
7163.0	178.26666666666668
7238.0	186.01333333333332
7313.0	206.16
7388.0	187.04
7463.0	194.17333333333335
7538.0	162.17333333333335
7613.0	159.72
7688.0	169.44
7763.0	154.46666666666667
7838.0	151.21333333333334
