#Position (bp)	mapping quality
38.0	60.0
113.0	60.0
188.0	60.0
263.0	60.0
338.0	60.0
413.0	60.0
488.0	57.649253731343286
563.0	60.0
638.0	60.0
713.0	60.0
788.0	60.0
863.0	60.0
938.0	60.0
1013.0	58.701725554642564
1088.0	58.09762202753442
1163.0	60.0
1238.0	60.0
1313.0	59.92903607332939
1388.0	59.70944309927361
1463.0	60.0
1538.0	60.0
1613.0	60.0
1688.0	55.320197044334975
1763.0	60.0
1838.0	58.98327759197324
1913.0	60.0
1988.0	60.0
2063.0	60.0
2138.0	59.24752475247525
2213.0	60.0
2288.0	60.0
2363.0	60.0
2438.0	59.046538024971625
2513.0	60.0
2588.0	60.0
2663.0	57.77777777777778
2738.0	59.93388429752066
2813.0	60.0
2888.0	60.0
2963.0	59.48811700182815
3038.0	58.350515463917525
3113.0	60.0
3188.0	58.4636488340192
3263.0	59.26141885325559
3338.0	59.94648829431438
3413.0	59.535026943802926
3488.0	59.58656330749354
3563.0	59.7375
3638.0	60.0
3713.0	60.0
3788.0	60.0
3863.0	59.624161073825505
3938.0	59.44847605224964
4013.0	60.0
4088.0	59.01260504201681
4163.0	60.0
4238.0	60.0
4313.0	60.0
4388.0	60.0
4463.0	60.0
4538.0	57.83475783475784
4613.0	60.0
4688.0	60.0
4763.0	57.63239875389408
4838.0	59.40425531914894
4913.0	59.960139511709016
4988.0	59.32992089343881
5063.0	59.52554744525548
5138.0	59.60292580982236
5213.0	60.0
5288.0	60.0
5363.0	59.39442231075697
5438.0	60.0
5513.0	58.51851851851852
5588.0	60.0
5663.0	59.31593159315931
5738.0	59.39730372720064
5813.0	60.0
5888.0	59.94943109987358
5963.0	59.836423118865866
6038.0	60.0
6113.0	58.0
6188.0	60.0
6263.0	60.0
6338.0	60.0
6413.0	60.0
6488.0	59.50744248985115
6563.0	59.37179487179487
6638.0	60.0
6713.0	60.0
6788.0	60.0
6863.0	60.0
6938.0	57.51904243743199
7013.0	60.0
7088.0	60.0
7163.0	59.302052785923756
7238.0	59.271788250484185
7313.0	60.0
7388.0	59.37857726901063
7463.0	58.47542627883651
7538.0	60.0
7613.0	60.0
7688.0	60.0
7763.0	60.0
7838.0	60.0
7913.0	60.0
7988.0	60.0
8063.0	60.0
8138.0	53.91304347826087
8213.0	60.0
8288.0	60.0
8363.0	58.96207584830339
8438.0	59.66597077244259
8513.0	59.58469945355191
8588.0	60.0
8663.0	59.592274678111586
8738.0	60.0
8813.0	60.0
8888.0	60.0
8963.0	59.34312878133103
9038.0	59.120879120879124
9113.0	60.0
9188.0	59.05590062111801
9263.0	60.0
9338.0	60.0
9413.0	60.0
9488.0	60.0
9563.0	59.46919431279621
9638.0	60.0
9713.0	59.372549019607845
9788.0	59.875
9863.0	60.0
9938.0	60.0
10013.0	59.47909527073338
10088.0	60.0
10163.0	60.0
10238.0	60.0
10313.0	60.0
10388.0	59.02439024390244
10463.0	60.0
10538.0	59.721100917431194
10613.0	59.68333333333333
10688.0	60.0
10763.0	59.208333333333336
10838.0	59.28772258669166
10913.0	59.135381114903296
10988.0	60.0
11063.0	57.636080870917574
11138.0	58.148648648648646
11213.0	58.65523156089194
11288.0	59.42857142857143
11363.0	60.0
11438.0	59.55942028985507
11513.0	60.0
11588.0	59.94202898550725
11663.0	60.0
11738.0	60.0
11813.0	60.0
11888.0	59.8145285935085
11963.0	58.55944055944056
12038.0	59.530988274706864
12113.0	59.20251836306401
12188.0	60.0
12263.0	60.0
12338.0	59.486486486486484
12413.0	59.95538204127161
12488.0	59.37095282146161
12563.0	59.77900552486188
12638.0	60.0
12713.0	59.793662490788506
12788.0	60.0
12863.0	59.822747415066466
12938.0	59.39508506616257
13013.0	60.0
13088.0	60.0
13163.0	60.0
13238.0	60.0
13313.0	60.0
13388.0	60.0
13463.0	60.0
13538.0	59.24066719618745
13613.0	59.51724137931034
13688.0	58.945908460471564
13763.0	60.0
13838.0	59.94261119081779
13913.0	59.31623931623932
13988.0	59.25816023738872
14063.0	60.0
14138.0	60.0
14213.0	60.0
14288.0	60.0
14363.0	59.09090909090909
14438.0	56.95104895104895
14513.0	59.219790675547095
14588.0	59.864712514092446
14663.0	59.93555316863588
14738.0	60.0
14813.0	60.0
14888.0	59.291044776119406
14963.0	60.0
15038.0	60.0
15113.0	59.87577639751553
15188.0	57.78538812785388
15263.0	60.0
15338.0	56.98890649762282
15413.0	60.0
15488.0	60.0
15563.0	59.96708721886999
15638.0	59.48509485094851
15713.0	59.923411662315054
15788.0	60.0
15863.0	60.0
15938.0	60.0
16013.0	60.0
16088.0	59.96762007555316
16163.0	60.0
16238.0	60.0
16313.0	60.0
16388.0	60.0
16463.0	60.0
16538.0	59.46741415557113
16613.0	59.21243523316062
16688.0	60.0
16763.0	60.0
16838.0	59.20284697508897
16913.0	59.616742309631874
16988.0	59.94336951392166
17063.0	60.0
17138.0	60.0
17213.0	59.41747572815534
17288.0	60.0
17363.0	58.90275526742302
17438.0	60.0
17513.0	59.096313912009514
17588.0	59.29490233444498
17663.0	58.71024734982332
17738.0	59.89905362776025
17813.0	59.670853183196186
17888.0	60.0
17963.0	60.0
18038.0	59.91929382093316
18113.0	59.26860841423948
18188.0	58.55421686746988
18263.0	59.089529590288315
18338.0	59.932279909706544
18413.0	60.0
18488.0	60.0
18563.0	59.79916317991632
18638.0	60.0
18713.0	60.0
18788.0	58.62489120974761
18863.0	60.0
18938.0	60.0
19013.0	60.0
19088.0	59.11832946635731
19163.0	55.63676148796499
19238.0	59.51935914552737
19313.0	56.611169652265545
19388.0	58.2548794489093
19463.0	59.92248062015504
19538.0	59.752120026092626
19613.0	59.71747211895911
19688.0	60.0
19763.0	60.0
19838.0	60.0
19913.0	60.0
19988.0	59.95147594015366
20063.0	60.0
20138.0	59.014267185473415
20213.0	60.0
20288.0	60.0
20363.0	60.0
20438.0	58.54304635761589
20513.0	57.11159737417943
20588.0	54.823848238482384
20663.0	59.796126401630985
20738.0	58.72078720787208
20813.0	60.0
20888.0	60.0
20963.0	60.0
21038.0	57.888509670079635
21113.0	57.17402597402597
21188.0	60.0
21263.0	60.0
21338.0	58.13267813267813
21413.0	60.0
21488.0	58.934828311142255
21563.0	56.694821887623945
21638.0	60.0
21713.0	56.673202614379086
21788.0	54.5607476635514
21863.0	60.0
21938.0	60.0
22013.0	60.0
22088.0	58.81467544684854
22163.0	57.48756218905473
22238.0	59.971181556195965
22313.0	59.52755905511811
22388.0	57.92857142857143
22463.0	59.19062832800852
22538.0	60.0
22613.0	60.0
22688.0	60.0
22763.0	60.0
22838.0	60.0
22913.0	60.0
22988.0	58.67910983488873
23063.0	59.769150052465896
23138.0	59.12424740010947
23213.0	59.82378854625551
23288.0	60.0
23363.0	57.79710144927536
23438.0	60.0
23513.0	60.0
23588.0	60.0
23663.0	59.69055374592834
23738.0	60.0
23813.0	60.0
23888.0	56.065494238932686
23963.0	58.067434912505334
24038.0	60.0
24113.0	59.9604743083004
24188.0	58.01715919923737
24263.0	59.652482269503544
24338.0	57.9699863574352
24413.0	60.0
24488.0	59.39524838012959
24563.0	60.0
24638.0	60.0
24713.0	60.0
24788.0	60.0
24863.0	56.00804828973843
24938.0	60.0
25013.0	57.74703557312253
25088.0	57.848970251716246
25163.0	60.0
25238.0	58.61818181818182
25313.0	60.0
25388.0	60.0
25463.0	59.38257993384785
25538.0	60.0
25613.0	55.881188118811885
25688.0	59.77732793522267
25763.0	60.0
25838.0	60.0
25913.0	60.0
25988.0	59.577358490566034
26063.0	60.0
26138.0	60.0
26213.0	60.0
26288.0	59.193548387096776
26363.0	59.69532100108814
26438.0	60.0
26513.0	59.88304093567251
26588.0	60.0
26663.0	59.76004527447651
26738.0	59.54599761051374
26813.0	60.0
26888.0	60.0
26963.0	60.0
27038.0	59.768826619964976
27113.0	60.0
27188.0	60.0
27263.0	59.71887550200803
27338.0	59.300184162062614
27413.0	58.36909871244635
27488.0	60.0
27563.0	60.0
27638.0	59.05590062111801
27713.0	58.37769328263625
27788.0	56.32124352331606
27863.0	58.81108312342569
27938.0	58.74610322133703
28013.0	59.46497712073214
28088.0	59.4887319206189
28163.0	60.0
28238.0	60.0
28313.0	60.0
28388.0	59.961064243997406
28463.0	60.0
28538.0	59.8871473354232
28613.0	60.0
28688.0	60.0
28763.0	60.0
28838.0	60.0
28913.0	59.38610662358643
28988.0	60.0
29063.0	60.0
29138.0	60.0
29213.0	60.0
29288.0	59.89397955319954
29363.0	58.58284496537027
29438.0	59.37556289402582
29513.0	58.789625360230545
29588.0	59.978954752718344
29663.0	60.0
29738.0	59.75757575757576
29813.0	59.67235142118863
29877.0	13.292364664084307
