#Position (bp)	insert size
38.0	22847.032
113.0	217.5
188.0	162.28571428571428
263.0	207.57142857142858
338.0	221.0
413.0	202.125
488.0	122.625
563.0	180.27272727272728
638.0	138.0
713.0	214.375
788.0	166.45454545454547
863.0	142.41666666666666
938.0	134.25
1013.0	182.16666666666666
1088.0	204.77777777777777
1163.0	199.54545454545453
1238.0	179.44444444444446
1313.0	141.1
1388.0	68.0
1463.0	155.2
1538.0	186.5
1613.0	141.25
1688.0	155.55555555555554
1763.0	257.8
1838.0	194.5
1913.0	205.0
1988.0	194.72727272727272
2063.0	169.5
2138.0	154.2
2213.0	177.0
2288.0	236.0
2363.0	189.42857142857142
2438.0	163.75
2513.0	204.33333333333334
2588.0	157.0
2663.0	183.125
2738.0	188.33333333333334
2813.0	134.3846153846154
2888.0	133.1
2963.0	233.0
3038.0	163.83333333333334
3113.0	232.2
3188.0	165.78571428571428
3263.0	168.75
3338.0	151.66666666666666
3413.0	150.5
3488.0	159.11111111111111
3563.0	135.0
3638.0	101.66666666666667
3713.0	196.75
3788.0	169.13333333333333
3863.0	110.625
3938.0	222.75
4013.0	165.63636363636363
4088.0	168.6153846153846
4163.0	120.70833333333333
4238.0	160.83333333333334
4313.0	170.66666666666666
4388.0	134.88888888888889
4463.0	272.0
4538.0	161.16666666666666
4613.0	136.33333333333334
4688.0	215.25
4763.0	168.2
4838.0	200.28571428571428
4913.0	195.06666666666666
4988.0	229.25
5063.0	147.8
5138.0	128.42857142857142
5213.0	197.85714285714286
5288.0	166.0
5363.0	219.0
5438.0	214.33333333333334
5513.0	207.22222222222223
5588.0	224.0
5663.0	194.8
5738.0	157.57142857142858
5813.0	201.14285714285714
5888.0	124.55555555555556
5963.0	175.0
6038.0	181.28571428571428
6113.0	212.2
6188.0	161.69230769230768
6263.0	196.4
6338.0	166.66666666666666
6413.0	139.9090909090909
6488.0	208.6
6563.0	139.57142857142858
6638.0	145.8
6713.0	188.2
6788.0	76.5
6863.0	159.16666666666666
6938.0	343.3333333333333
7013.0	283.125
7088.0	171.0
7163.0	123.8
7238.0	239.4
7313.0	200.875
7388.0	186.16666666666666
7463.0	124.4
7538.0	157.5
7613.0	150.85714285714286
7688.0	193.5
7763.0	186.77777777777777
7838.0	62.5
7913.0	169.0
7988.0	117.33333333333333
8063.0	203.66666666666666
8138.0	164.3
8213.0	131.28571428571428
8288.0	173.125
8363.0	138.5
8438.0	155.63636363636363
8513.0	177.75
8588.0	136.75
8663.0	150.11111111111111
8738.0	178.66666666666666
8813.0	214.16666666666666
8888.0	234.5
8963.0	196.9
9038.0	114.85714285714286
9113.0	170.63636363636363
9188.0	187.11111111111111
9263.0	211.5
9338.0	206.875
9413.0	136.5
9488.0	184.83333333333334
9563.0	190.75
9638.0	225.75
9713.0	187.0
9788.0	111.25
9863.0	167.27272727272728
9938.0	137.5
10013.0	188.75
10088.0	123.4
10163.0	206.0
10238.0	183.11111111111111
10313.0	159.28571428571428
10388.0	146.33333333333334
10463.0	146.16666666666666
10538.0	134.75
10613.0	180.42857142857142
10688.0	135.125
10763.0	181.6
10838.0	144.4
10913.0	149.77777777777777
10988.0	179.5
11063.0	216.4
11138.0	185.2
11213.0	154.85714285714286
11288.0	152.14285714285714
11363.0	135.6
11438.0	160.71428571428572
11513.0	213.16666666666666
11588.0	215.92857142857142
11663.0	161.5
11738.0	183.625
11813.0	146.5
11888.0	187.5625
11963.0	111.1
12038.0	199.4
12113.0	159.0
12188.0	193.6
12263.0	166.31578947368422
12338.0	154.88235294117646
12413.0	145.13333333333333
12488.0	184.16666666666666
12563.0	147.33333333333334
12638.0	171.0
12713.0	155.2
12788.0	238.0
12863.0	144.5
12938.0	160.0
13013.0	151.78947368421052
13088.0	179.28571428571428
13163.0	247.875
13238.0	145.0
13313.0	153.33333333333334
13388.0	141.33333333333334
13463.0	227.71428571428572
13538.0	142.66666666666666
13613.0	209.0
13688.0	155.75
13763.0	158.35294117647058
13838.0	158.0
13913.0	250.25
13988.0	204.25
14063.0	205.25
14138.0	132.6
14213.0	119.6
14288.0	280.3333333333333
14363.0	180.625
14438.0	173.3125
14513.0	202.5
14588.0	128.2
14663.0	151.5
14738.0	141.0
14813.0	228.0
14888.0	163.0
14963.0	218.44444444444446
15038.0	127.6
15113.0	182.7
15188.0	192.75
15263.0	190.375
15338.0	172.6
15413.0	229.2
15488.0	159.76923076923077
15563.0	212.66666666666666
15638.0	132.0
15713.0	107.0
15788.0	145.25
15863.0	125.375
15938.0	196.9
16013.0	141.0
16088.0	161.66666666666666
16163.0	204.875
16238.0	253.66666666666666
16313.0	212.3
16388.0	168.77777777777777
16463.0	166.0
16538.0	185.25
16613.0	162.08333333333334
16688.0	179.15384615384616
16763.0	208.25
16838.0	143.625
16913.0	234.42857142857142
16988.0	144.5
17063.0	228.42857142857142
17138.0	214.28571428571428
17213.0	159.7
17288.0	178.2941176470588
17363.0	174.92307692307693
17438.0	217.16666666666666
17513.0	207.875
17588.0	164.0909090909091
17663.0	186.9375
17738.0	185.5
17813.0	173.33333333333334
17888.0	175.33333333333334
17963.0	171.44444444444446
18038.0	213.66666666666666
18113.0	147.25
18188.0	129.33333333333334
18263.0	240.16666666666666
18338.0	157.5
18413.0	205.0
18488.0	213.25
18563.0	102.0
18638.0	151.66666666666666
18713.0	199.375
18788.0	166.28571428571428
18863.0	199.5
18938.0	173.0
19013.0	217.0
19088.0	181.9
19163.0	156.5
19238.0	201.8
19313.0	235.75
19388.0	214.6153846153846
19463.0	177.16666666666666
19538.0	153.23529411764707
19613.0	186.9
19688.0	206.08695652173913
19763.0	114.33333333333333
19838.0	211.0
19913.0	207.77777777777777
19988.0	165.8235294117647
20063.0	148.83333333333334
20138.0	120.33333333333333
20213.0	133.6153846153846
20288.0	145.6
20363.0	142.25
20438.0	211.0
20513.0	211.0
20588.0	185.55555555555554
20663.0	177.72727272727272
20738.0	156.0
20813.0	172.33333333333334
20888.0	254.0
