#Position (bp)	Coverage
38.0	1393.8266666666666
113.0	953.68
188.0	1154.0933333333332
263.0	1143.0
338.0	894.64
413.0	994.64
488.0	1171.3866666666668
563.0	1310.6133333333332
638.0	1377.9333333333334
713.0	1348.7066666666667
788.0	1399.5066666666667
863.0	1391.9866666666667
938.0	1348.0933333333332
1013.0	1245.2133333333334
1088.0	871.52
1163.0	934.7733333333333
1238.0	1323.2533333333333
1313.0	1584.3066666666666
1388.0	1169.9466666666667
1463.0	771.16
1538.0	825.5333333333333
1613.0	784.0533333333333
1688.0	896.44
1763.0	1040.9066666666668
1838.0	1418.4266666666667
1913.0	1574.5466666666666
1988.0	1024.4933333333333
2063.0	1050.6266666666668
2138.0	1104.2133333333334
2213.0	1271.1466666666668
2288.0	1222.84
2363.0	1592.1066666666666
2438.0	1167.4533333333334
2513.0	926.9466666666667
2588.0	1202.44
2663.0	1088.6666666666667
2738.0	885.1733333333333
2813.0	1097.7466666666667
2888.0	1226.44
2963.0	833.52
3038.0	719.9866666666667
3113.0	705.3466666666667
3188.0	806.0266666666666
3263.0	1110.3066666666666
3338.0	1686.3866666666668
3413.0	1850.9066666666668
3488.0	1349.08
3563.0	1490.7866666666666
3638.0	1275.2666666666667
3713.0	824.0666666666667
3788.0	781.6266666666667
3863.0	955.2133333333334
3938.0	961.52
4013.0	1214.3866666666668
4088.0	1499.92
4163.0	1597.24
4238.0	1652.0933333333332
4313.0	943.5733333333334
4388.0	1157.6
4463.0	1165.9866666666667
4538.0	754.9866666666667
4613.0	1006.0533333333333
4688.0	1028.56
4763.0	1242.9333333333334
4838.0	1108.2666666666667
4913.0	1295.3333333333333
4988.0	1345.5333333333333
5063.0	1191.76
5138.0	1525.0666666666666
5213.0	1438.8266666666666
5288.0	1036.7733333333333
5363.0	957.88
5438.0	1219.2133333333334
5513.0	1356.0666666666666
5588.0	1427.3466666666666
5663.0	1225.0933333333332
5738.0	1125.5866666666666
5813.0	1632.1333333333334
5888.0	2296.266666666667
5963.0	2249.3733333333334
6038.0	1350.0533333333333
6113.0	1177.28
6188.0	1235.2933333333333
6263.0	1909.4933333333333
6338.0	1730.9066666666668
6413.0	1447.5333333333333
6488.0	1194.9466666666667
6563.0	639.2
6638.0	865.04
6713.0	1206.28
6788.0	910.0533333333333
6863.0	801.2
6938.0	642.2266666666667
7013.0	544.9733333333334
7088.0	773.6
7163.0	1100.7466666666667
7238.0	1178.32
7313.0	1178.1066666666666
7388.0	996.7333333333333
7463.0	1084.64
7538.0	920.3333333333334
7613.0	750.8
7688.0	897.72
