#Position (bp)	insert size
38.0	8357.285714285714
113.0	0.0
188.0	133.0
263.0	0.0
338.0	0.0
413.0	155.0
488.0	163.0
563.0	0.0
638.0	248.0
713.0	125.0
788.0	187.66666666666666
863.0	164.33333333333334
938.0	129.0
1013.0	0.0
1088.0	62.0
1163.0	199.5
1238.0	0.0
1313.0	255.0
1388.0	321.0
1463.0	124.0
1538.0	0.0
1613.0	283.0
1688.0	136.0
1763.0	173.0
1838.0	134.0
1913.0	247.66666666666666
1988.0	264.5
2063.0	0.0
2138.0	197.0
2213.0	250.5
2288.0	141.0
2363.0	211.0
2438.0	0.0
2513.0	95.0
2588.0	163.0
2663.0	152.5
2738.0	183.5
2813.0	150.0
2888.0	216.0
2963.0	0.0
3038.0	0.0
3113.0	0.0
3188.0	108.0
3263.0	0.0
3338.0	61.5
3413.0	197.0
3488.0	0.0
3563.0	201.0
3638.0	0.0
3713.0	207.5
3788.0	0.0
3863.0	70.5
3938.0	420.5
4013.0	98.0
4088.0	321.0
4163.0	118.5
4238.0	0.0
4313.0	183.5
4388.0	138.33333333333334
4463.0	194.0
4538.0	139.0
4613.0	366.0
4688.0	123.0
4763.0	162.0
4838.0	159.0
4913.0	234.0
4988.0	258.0
5063.0	118.66666666666667
5138.0	196.0
5213.0	302.0
5288.0	163.5
5363.0	0.0
5438.0	0.0
5513.0	103.0
5588.0	1364.0
5663.0	0.0
5738.0	202.5
5813.0	179.0
5888.0	166.66666666666666
5963.0	0.0
6038.0	196.66666666666666
6113.0	131.0
6188.0	129.0
6263.0	184.0
6338.0	126.5
6413.0	154.25
6488.0	223.66666666666666
6563.0	0.0
6638.0	0.0
6713.0	0.0
6788.0	0.0
6863.0	0.0
6938.0	81.0
7013.0	137.0
7088.0	151.0
7163.0	227.0
7238.0	0.0
7313.0	131.0
7388.0	0.0
7463.0	217.0
7538.0	155.5
7613.0	152.0
7688.0	124.66666666666667
7763.0	161.0
7838.0	20.0
7913.0	0.0
7988.0	0.0
8063.0	0.0
8138.0	0.0
8213.0	166.66666666666666
8288.0	0.0
8363.0	190.66666666666666
8438.0	0.0
8513.0	163.0
8588.0	0.0
8663.0	262.0
8738.0	0.0
8813.0	0.0
8888.0	175.6
8963.0	0.0
9038.0	0.0
9113.0	135.0
9188.0	0.0
9263.0	238.0
9338.0	148.0
9413.0	114.0
9488.0	0.0
9563.0	293.5
9638.0	151.0
9713.0	112.0
9788.0	113.0
9863.0	154.0
9938.0	0.0
10013.0	168.0
10088.0	174.5
10163.0	286.0
10238.0	0.0
10313.0	228.0
10388.0	226.0
10463.0	249.0
10538.0	140.33333333333334
10613.0	0.0
10688.0	0.0
10763.0	0.0
10838.0	200.66666666666666
10913.0	0.0
10988.0	84.0
11063.0	0.0
11138.0	165.33333333333334
11213.0	196.0
11288.0	441.0
11363.0	126.0
11438.0	81.0
11513.0	0.0
11588.0	117.0
