#Position (bp)	Coverage
38.0	2.7066666666666666
113.0	6.28
188.0	5.773333333333333
263.0	4.826666666666667
338.0	3.533333333333333
413.0	5.253333333333333
488.0	8.653333333333334
563.0	9.373333333333333
638.0	9.746666666666666
713.0	11.0
788.0	12.493333333333334
863.0	11.626666666666667
938.0	14.533333333333333
1013.0	7.8533333333333335
1088.0	1.2266666666666666
1163.0	2.3066666666666666
1238.0	8.493333333333334
1313.0	10.12
1388.0	4.613333333333333
1463.0	0.7866666666666666
1538.0	1.56
1613.0	4.386666666666667
1688.0	6.0
1763.0	4.84
1838.0	4.573333333333333
1913.0	4.626666666666667
1988.0	3.3333333333333335
2063.0	2.6266666666666665
2138.0	0.88
2213.0	2.466666666666667
2288.0	11.706666666666667
2363.0	16.0
2438.0	7.333333333333333
2513.0	1.5466666666666666
2588.0	0.4533333333333333
2663.0	4.68
2738.0	4.8933333333333335
2813.0	7.253333333333333
2888.0	5.8133333333333335
2963.0	4.64
3038.0	3.533333333333333
3113.0	1.52
3188.0	2.2133333333333334
3263.0	6.213333333333333
3338.0	7.666666666666667
3413.0	7.786666666666667
3488.0	5.253333333333333
3563.0	6.64
3638.0	4.946666666666666
3713.0	1.3866666666666667
3788.0	3.96
3863.0	9.52
3938.0	5.8
4013.0	3.9066666666666667
4088.0	10.053333333333333
4163.0	13.453333333333333
4238.0	14.453333333333333
4313.0	5.346666666666667
4388.0	13.333333333333334
4463.0	14.586666666666666
4538.0	1.9866666666666666
4613.0	6.506666666666667
4688.0	8.453333333333333
4763.0	9.56
4838.0	7.546666666666667
4913.0	7.706666666666667
4988.0	9.733333333333333
5063.0	5.946666666666666
5138.0	4.52
5213.0	5.546666666666667
5288.0	3.6933333333333334
5363.0	4.1866666666666665
5438.0	6.253333333333333
5513.0	4.88
5588.0	7.293333333333333
5663.0	9.026666666666667
5738.0	6.08
5813.0	7.8
5888.0	11.706666666666667
5963.0	11.44
6038.0	6.173333333333333
6113.0	4.96
6188.0	9.946666666666667
6263.0	19.08
6338.0	13.173333333333334
6413.0	9.813333333333333
6488.0	6.866666666666666
6563.0	0.09333333333333334
6638.0	1.0133333333333334
6713.0	2.3866666666666667
6788.0	7.266666666666667
6863.0	7.36
6938.0	4.56
7013.0	2.506666666666667
7088.0	2.9466666666666668
7163.0	1.7866666666666666
7238.0	2.453333333333333
7313.0	4.093333333333334
7388.0	3.96
7463.0	5.24
7538.0	2.9066666666666667
7613.0	6.266666666666667
7688.0	10.293333333333333
7763.0	4.773333333333333
7838.0	3.533333333333333
7913.0	0.08
7988.0	2.4
8063.0	3.8533333333333335
8138.0	23.85333333333333
8213.0	7.8933333333333335
8288.0	6.64
8363.0	1.1466666666666667
8438.0	7.28
8513.0	9.346666666666666
8588.0	3.12
8663.0	5.413333333333333
8738.0	7.8933333333333335
8813.0	7.306666666666667
8888.0	6.053333333333334
8963.0	3.3733333333333335
9038.0	3.0
9113.0	2.1866666666666665
9188.0	5.64
9263.0	5.026666666666666
9338.0	0.7733333333333333
9413.0	1.2
9488.0	3.6533333333333333
9563.0	4.8533333333333335
9638.0	2.7066666666666666
9713.0	1.0666666666666667
9788.0	6.8933333333333335
9863.0	15.08
9938.0	14.693333333333333
10013.0	9.96
10088.0	6.253333333333333
10163.0	5.826666666666667
10238.0	3.506666666666667
10313.0	3.92
10388.0	4.32
10463.0	6.706666666666667
10538.0	9.066666666666666
10613.0	10.36
10688.0	11.346666666666666
10763.0	14.706666666666667
10838.0	8.066666666666666
10913.0	8.346666666666666
10988.0	3.4266666666666667
11063.0	2.52
11138.0	4.76
11213.0	5.013333333333334
11288.0	4.1466666666666665
11363.0	7.8133333333333335
11438.0	9.333333333333334
11513.0	5.746666666666667
11588.0	2.7866666666666666
11663.0	4.92
11738.0	4.866666666666666
11813.0	6.16
11888.0	7.706666666666667
11963.0	13.333333333333334
12038.0	9.493333333333334
12113.0	5.133333333333334
12188.0	7.013333333333334
12263.0	7.626666666666667
12338.0	7.986666666666666
12413.0	4.453333333333333
12488.0	4.306666666666667
12563.0	6.32
12638.0	11.44
12713.0	18.133333333333333
12788.0	12.96
12863.0	2.2533333333333334
12938.0	4.493333333333333
13013.0	4.493333333333333
13088.0	4.866666666666666
13163.0	7.28
13238.0	8.146666666666667
13313.0	5.36
13388.0	1.2133333333333334
13463.0	0.09333333333333334
13538.0	0.8666666666666667
13613.0	2.9466666666666668
13688.0	4.76
13763.0	7.8133333333333335
13838.0	15.586666666666666
13913.0	15.053333333333333
13988.0	5.386666666666667
14063.0	2.2533333333333334
14138.0	8.04
14213.0	8.08
14288.0	4.24
14363.0	6.72
14438.0	7.413333333333333
14513.0	6.866666666666666
14588.0	9.093333333333334
14663.0	6.44
14738.0	4.826666666666667
14813.0	6.4
14888.0	3.1733333333333333
14963.0	3.973333333333333
15038.0	2.2133333333333334
15113.0	1.2666666666666666
15188.0	1.9466666666666668
15263.0	5.093333333333334
15338.0	10.213333333333333
15413.0	8.84
15488.0	5.693333333333333
15563.0	6.0
15638.0	5.84
15713.0	3.88
15788.0	8.493333333333334
15863.0	14.28
15938.0	11.053333333333333
16013.0	5.973333333333334
16088.0	12.026666666666667
16163.0	11.72
16238.0	4.92
16313.0	9.106666666666667
16388.0	9.826666666666666
16463.0	12.466666666666667
16538.0	13.16
16613.0	5.573333333333333
16688.0	6.506666666666667
16763.0	7.88
16838.0	7.24
16913.0	6.013333333333334
16988.0	4.24
17063.0	3.533333333333333
17138.0	2.3066666666666666
17213.0	2.6133333333333333
17288.0	4.0
17363.0	4.346666666666667
17438.0	9.066666666666666
17513.0	2.48
17588.0	0.0
17663.0	3.013333333333333
17738.0	10.626666666666667
17813.0	8.746666666666666
17888.0	4.986666666666666
17963.0	7.773333333333333
18038.0	8.266666666666667
18113.0	12.546666666666667
18188.0	15.2
18263.0	8.56
18338.0	8.666666666666666
18413.0	8.906666666666666
18488.0	3.066666666666667
18563.0	3.2266666666666666
18638.0	5.826666666666667
18713.0	7.573333333333333
18788.0	3.8666666666666667
18863.0	2.6933333333333334
18938.0	6.8
19013.0	9.12
19088.0	6.4
19163.0	8.16
19238.0	8.306666666666667
19313.0	6.173333333333333
19388.0	4.16
19463.0	5.28
19538.0	13.146666666666667
19613.0	10.146666666666667
19688.0	10.146666666666667
19763.0	13.173333333333334
19838.0	9.573333333333334
19913.0	5.133333333333334
19988.0	14.36
20063.0	20.14666666666667
20138.0	12.306666666666667
20213.0	9.053333333333333
20288.0	3.1733333333333333
20363.0	3.3866666666666667
20438.0	6.72
20513.0	8.2
20588.0	5.16
20663.0	0.2
20738.0	2.0
20813.0	3.3066666666666666
20888.0	2.3466666666666667
20963.0	2.24
21038.0	3.2533333333333334
21113.0	4.226666666666667
21188.0	7.1866666666666665
21263.0	7.533333333333333
21338.0	5.373333333333333
21413.0	5.04
21488.0	5.32
21563.0	12.026666666666667
21638.0	11.8
21713.0	8.0
21788.0	5.44
21863.0	4.586666666666667
21938.0	3.08
22013.0	4.693333333333333
22088.0	4.453333333333333
22163.0	1.6
22238.0	2.2666666666666666
22313.0	2.6133333333333333
22388.0	4.826666666666667
22463.0	7.68
22538.0	8.466666666666667
22613.0	6.786666666666667
22688.0	6.986666666666666
22763.0	8.12
22838.0	5.546666666666667
22913.0	6.1866666666666665
22988.0	8.52
23063.0	8.24
23138.0	4.6
23213.0	5.626666666666667
23288.0	3.6666666666666665
23363.0	2.013333333333333
23438.0	6.626666666666667
23513.0	9.773333333333333
23588.0	10.133333333333333
23663.0	4.746666666666667
23738.0	3.9066666666666667
23813.0	5.96
23888.0	5.866666666666666
23963.0	7.986666666666666
24038.0	10.28
24113.0	6.56
24188.0	9.253333333333334
24263.0	8.0
24338.0	5.546666666666667
24413.0	3.48
24488.0	0.9733333333333334
24563.0	5.2
24638.0	9.493333333333334
24713.0	3.1866666666666665
24788.0	11.04
24863.0	14.106666666666667
24938.0	9.053333333333333
25013.0	9.346666666666666
25088.0	3.0933333333333333
25163.0	1.96
25238.0	1.64
25313.0	3.1066666666666665
25388.0	7.333333333333333
25463.0	4.826666666666667
25538.0	1.36
25613.0	1.96
25688.0	4.8
25763.0	7.56
25838.0	3.973333333333333
25913.0	4.933333333333334
25988.0	3.7866666666666666
26063.0	5.906666666666666
26138.0	6.066666666666666
26213.0	7.306666666666667
26288.0	13.36
26363.0	8.84
26438.0	4.026666666666666
26513.0	3.8933333333333335
26588.0	3.8666666666666667
26663.0	6.613333333333333
26738.0	11.493333333333334
26813.0	18.56
26888.0	16.613333333333333
26963.0	12.546666666666667
27038.0	5.96
27113.0	2.466666666666667
27188.0	5.8
27263.0	11.586666666666666
27338.0	16.6
27413.0	23.746666666666666
27488.0	15.973333333333333
27563.0	4.8133333333333335
27638.0	4.466666666666667
27713.0	3.36
27788.0	8.0
27863.0	11.64
27938.0	13.573333333333334
28013.0	9.306666666666667
28088.0	5.733333333333333
28163.0	5.493333333333333
28238.0	7.493333333333333
28313.0	6.72
28388.0	6.066666666666666
28463.0	5.586666666666667
28538.0	11.8
28613.0	14.546666666666667
28688.0	9.0
28763.0	8.386666666666667
28838.0	9.333333333333334
28913.0	11.186666666666667
28988.0	9.8
29063.0	13.933333333333334
29138.0	13.133333333333333
29213.0	6.76
29288.0	10.773333333333333
29363.0	17.986666666666668
29438.0	13.106666666666667
29513.0	14.96
29588.0	12.08
29663.0	14.746666666666666
29738.0	39.08
29813.0	16.866666666666667
29877.0	11678.301886792453
