#Position (bp)	insert size
38.0	148.75
113.0	166.0
188.0	139.0
263.0	0.0
338.0	152.0
413.0	221.25
488.0	205.0
563.0	135.5
638.0	153.6
713.0	205.0
788.0	103.0
863.0	153.0
938.0	152.0
1013.0	303.0
1088.0	0.0
1163.0	219.0
1238.0	170.75
1313.0	0.0
1388.0	19.0
1463.0	0.0
1538.0	191.5
1613.0	198.5
1688.0	236.0
1763.0	73.5
1838.0	0.0
1913.0	147.0
1988.0	96.0
2063.0	0.0
2138.0	284.5
2213.0	255.0
2288.0	152.66666666666666
2363.0	176.0
2438.0	0.0
2513.0	0.0
2588.0	110.0
2663.0	130.0
2738.0	135.5
2813.0	156.0
2888.0	143.5
2963.0	0.0
3038.0	61.5
3113.0	0.0
3188.0	70.0
3263.0	115.5
3338.0	75.25
3413.0	57.0
3488.0	238.0
3563.0	0.0
3638.0	94.0
3713.0	210.0
3788.0	95.0
3863.0	188.6
3938.0	0.0
4013.0	120.5
4088.0	130.4
4163.0	118.4
4238.0	215.0
4313.0	173.5
4388.0	111.0
4463.0	0.0
4538.0	259.5
4613.0	107.0
4688.0	213.33333333333334
4763.0	68.0
4838.0	201.0
4913.0	157.5
4988.0	0.0
5063.0	191.66666666666666
5138.0	273.0
5213.0	0.0
5288.0	176.0
5363.0	174.0
5438.0	181.0
5513.0	257.6666666666667
5588.0	165.66666666666666
5663.0	225.0
5738.0	368.0
5813.0	156.75
5888.0	102.66666666666667
5963.0	243.5
6038.0	251.0
6113.0	201.75
6188.0	123.25
6263.0	134.0
6338.0	147.0
6413.0	131.0
6488.0	19.0
6563.0	0.0
6638.0	19.0
6713.0	192.33333333333334
6788.0	201.5
6863.0	469.0
6938.0	19.5
7013.0	298.5
7088.0	0.0
7163.0	0.0
7238.0	169.0
7313.0	188.0
7388.0	159.0
7463.0	87.0
7538.0	0.0
7613.0	113.25
7688.0	121.5
7763.0	88.0
7838.0	20.0
7913.0	190.0
7988.0	220.0
8063.0	0.0
8138.0	33.61538461538461
8213.0	108.0
8288.0	0.0
8363.0	179.0
8438.0	220.4
8513.0	232.0
8588.0	176.0
8663.0	463.0
8738.0	146.66666666666666
8813.0	140.5
8888.0	0.0
8963.0	137.0
9038.0	0.0
9113.0	161.5
9188.0	152.0
9263.0	0.0
9338.0	243.0
9413.0	0.0
9488.0	289.0
9563.0	120.0
9638.0	0.0
9713.0	201.0
9788.0	107.0
9863.0	170.0
9938.0	81.0
10013.0	160.0
10088.0	188.5
10163.0	0.0
10238.0	234.0
10313.0	0.0
10388.0	315.5
10463.0	110.8
10538.0	141.0
10613.0	233.75
10688.0	176.5
10763.0	120.0
10838.0	0.0
10913.0	98.5
10988.0	0.0
11063.0	73.25
11138.0	132.0
11213.0	299.0
11288.0	149.75
11363.0	125.0
11438.0	114.0
11513.0	418.0
11588.0	111.0
11663.0	135.5
11738.0	106.0
11813.0	216.0
11888.0	187.25
11963.0	188.5
12038.0	277.0
12113.0	204.5
12188.0	240.0
12263.0	160.0
12338.0	64.66666666666667
12413.0	253.0
12488.0	172.0
12563.0	227.0
12638.0	150.0
12713.0	123.5
12788.0	237.0
12863.0	182.0
12938.0	96.5
13013.0	145.0
13088.0	187.5
13163.0	202.0
13238.0	173.0
13313.0	0.0
13388.0	0.0
13463.0	0.0
13538.0	0.0
13613.0	251.5
13688.0	242.66666666666666
13763.0	241.4
13838.0	226.66666666666666
13913.0	64.0
13988.0	0.0
14063.0	234.0
14138.0	68.25
14213.0	19.0
14288.0	273.0
14363.0	108.2
14438.0	206.0
14513.0	150.0
14588.0	185.0
14663.0	299.0
14738.0	215.33333333333334
14813.0	0.0
14888.0	164.0
14963.0	0.0
15038.0	0.0
15113.0	160.0
15188.0	0.0
15263.0	183.8
15338.0	133.0
15413.0	249.5
15488.0	156.0
15563.0	128.0
15638.0	179.0
15713.0	242.33333333333334
15788.0	95.8
15863.0	122.66666666666667
15938.0	150.0
16013.0	177.33333333333334
16088.0	179.5
16163.0	60.0
16238.0	264.3333333333333
16313.0	179.33333333333334
16388.0	205.5
16463.0	134.5
16538.0	19.0
16613.0	149.33333333333334
16688.0	201.5
16763.0	204.0
16838.0	112.0
16913.0	62.0
16988.0	109.0
17063.0	94.0
17138.0	192.0
17213.0	117.0
17288.0	191.0
17363.0	127.0
17438.0	70.0
17513.0	21.0
17588.0	0.0
17663.0	165.0
17738.0	87.0
17813.0	0.0
17888.0	174.66666666666666
17963.0	179.5
18038.0	147.0
18113.0	132.66666666666666
18188.0	221.66666666666666
18263.0	172.0
18338.0	184.0
18413.0	0.0
18488.0	0.0
18563.0	139.0
18638.0	153.0
18713.0	104.0
18788.0	127.0
18863.0	207.66666666666666
18938.0	232.0
19013.0	101.75
19088.0	189.0
19163.0	82.0
19238.0	187.66666666666666
19313.0	41.5
19388.0	19.0
19463.0	149.66666666666666
19538.0	116.0
19613.0	191.66666666666666
19688.0	172.75
19763.0	67.66666666666667
19838.0	163.0
19913.0	182.8
