#Coverage (X)	Coverage
1.0	13.29966892953884
2.0	9.56425776677925
3.0	0.685549944821588
4.0	0.3076614386516354
5.0	0.12038925860281324
6.0	0.12038925860281324
7.0	0.12038925860281324
8.0	0.11704511253051919
9.0	0.11704511253051919
10.0	0.11704511253051919
11.0	0.11704511253051919
12.0	0.11704511253051919
13.0	0.11704511253051919
14.0	0.11704511253051919
15.0	0.11704511253051919
16.0	0.11704511253051919
17.0	0.11704511253051919
18.0	0.11704511253051919
19.0	0.11704511253051919
20.0	0.11704511253051919
21.0	0.11704511253051919
22.0	0.11704511253051919
23.0	0.11704511253051919
24.0	0.11704511253051919
25.0	0.11704511253051919
26.0	0.11704511253051919
27.0	0.11704511253051919
28.0	0.11704511253051919
29.0	0.11704511253051919
30.0	0.11704511253051919
31.0	0.11704511253051919
32.0	0.11704511253051919
33.0	0.11704511253051919
34.0	0.11704511253051919
35.0	0.11704511253051919
36.0	0.11704511253051919
37.0	0.11704511253051919
38.0	0.11704511253051919
39.0	0.11704511253051919
40.0	0.11704511253051919
41.0	0.11704511253051919
42.0	0.11704511253051919
43.0	0.11704511253051919
44.0	0.11704511253051919
45.0	0.11704511253051919
46.0	0.11704511253051919
47.0	0.11704511253051919
48.0	0.11704511253051919
49.0	0.11704511253051919
50.0	0.11704511253051919
51.0	0.11704511253051919
