#Position (bp)	mapping quality
38.0	59.98594223620246
113.0	59.999611164755976
188.0	59.999318259288714
263.0	59.9961350997359
338.0	59.99701200799288
413.0	59.97130511669808
488.0	59.749326590072016
563.0	59.99942533964821
638.0	59.99635568513119
713.0	59.98118266508236
788.0	59.999075739312275
863.0	59.99880921193646
938.0	59.996368148663784
1013.0	59.996849566815435
1088.0	59.99957622030894
1163.0	59.99846789277803
1238.0	59.99601828051656
1313.0	59.99842305641703
1388.0	59.99852315689981
1463.0	59.99781470123324
1538.0	59.9931186161672
1613.0	59.991088048642006
1688.0	59.99306046560348
1763.0	59.995876737353896
1838.0	59.9879870157532
1913.0	59.99860314060554
1988.0	59.998343667010815
2063.0	59.994547845329855
2138.0	59.99459132703382
2213.0	59.99797867015747
2288.0	59.99732587218659
2363.0	59.997637795275594
2438.0	59.99634823624883
2513.0	59.9986302698939
2588.0	59.99733759318424
2663.0	59.993439630337434
2738.0	59.99722294331786
2813.0	59.998672213862086
2888.0	59.996698382207285
2963.0	59.99881255524917
3038.0	59.99099877840564
3113.0	59.99775987335818
3188.0	59.997783738859574
3263.0	59.99184857920736
3338.0	59.998318412581476
3413.0	59.99198747131879
3488.0	59.99866061861562
3563.0	59.96326689785598
3638.0	59.997672546718775
3713.0	59.9983687562446
3788.0	59.99504650778799
3863.0	59.99574558604552
3938.0	59.99656624851204
4013.0	59.99706071101401
4088.0	59.99438094733971
4163.0	59.99185297007165
4238.0	59.997680343618434
4313.0	59.997636811721414
4388.0	59.99600268391223
4463.0	59.99563604625791
4538.0	59.935135135135134
4613.0	59.99139315093434
4688.0	59.99657933608023
4763.0	59.99674208144796
4838.0	59.999114508773744
4913.0	59.997199960969155
4988.0	59.99847465383116
5063.0	59.995487827388885
5138.0	59.996322402696904
5213.0	59.99501499873188
5288.0	59.998550567090625
5363.0	59.99664900412591
5438.0	59.99836187314346
5513.0	59.996757399434344
5588.0	59.997362373863524
5663.0	59.99230177059276
5738.0	59.99710920770878
5813.0	59.96756146866626
5888.0	59.99322842475468
5963.0	59.99888341625002
6038.0	59.989964618848504
6113.0	59.99517680326086
6188.0	59.99203632169599
6263.0	59.99262381795065
6338.0	59.99833827235716
6413.0	59.998059986824074
6488.0	59.997548230895354
6563.0	59.997341297624004
6638.0	59.99840596170323
6713.0	59.99512316547201
6788.0	59.99540284327178
6863.0	59.99912491157961
6938.0	59.99629518550535
7013.0	59.97704601317941
7088.0	59.98697634035164
7163.0	59.99603853623914
7238.0	59.99478544269419
7313.0	59.998383829677195
7388.0	59.998626087446155
7463.0	59.99326314111028
7538.0	59.99895559539766
7613.0	59.98471421784305
7688.0	59.997437352418956
7763.0	59.99808057736233
7838.0	59.99387680905212
7913.0	59.99532536647928
7988.0	59.99796050171658
8063.0	59.99817564855694
8138.0	59.99924463216734
8213.0	59.998881301419345
8288.0	59.99584631360332
8363.0	59.99254794520548
8438.0	59.99851554961776
8513.0	59.998772868114
8588.0	59.99003679122407
8663.0	59.99620282003898
8738.0	59.997596207349375
8813.0	59.998614222694414
8888.0	59.99800626034252
8963.0	59.99786244094993
9038.0	59.99501864813774
9113.0	59.99564661543361
9188.0	59.996832159594994
9263.0	59.99650285964081
9338.0	59.984513550643186
9413.0	59.99622942681003
9488.0	59.994934231355955
9563.0	59.90080249665626
9638.0	59.992251198911724
9713.0	59.988467135913886
9788.0	59.99563500724192
9863.0	59.99455735544766
