#Position (bp)	Coverage
38.0	183.73333333333332
113.0	256.56
188.0	317.05333333333334
263.0	303.76
338.0	195.89333333333335
413.0	224.92
488.0	283.62666666666667
563.0	324.82666666666665
638.0	352.58666666666664
713.0	339.49333333333334
788.0	351.12
863.0	333.14666666666665
938.0	345.08
1013.0	314.9866666666667
1088.0	194.13333333333333
1163.0	231.81333333333333
1238.0	326.74666666666667
1313.0	352.2266666666667
1388.0	254.22666666666666
1463.0	151.0
1538.0	162.85333333333332
1613.0	175.18666666666667
1688.0	200.84
1763.0	228.42666666666668
1838.0	344.88
1913.0	403.92
1988.0	245.04
2063.0	229.89333333333335
2138.0	227.98666666666668
2213.0	300.05333333333334
2288.0	311.68
2363.0	416.28
2438.0	281.61333333333334
2513.0	184.28
2588.0	220.66666666666666
2663.0	228.45333333333335
2738.0	232.96
2813.0	267.4
2888.0	270.17333333333335
2963.0	161.85333333333332
3038.0	136.16
3113.0	136.89333333333335
3188.0	162.50666666666666
3263.0	238.70666666666668
3338.0	405.5466666666667
3413.0	491.82666666666665
3488.0	356.16
3563.0	342.9866666666667
3638.0	247.6
3713.0	149.77333333333334
3788.0	182.50666666666666
3863.0	264.8933333333333
3938.0	211.6
4013.0	248.64
4088.0	365.7866666666667
4163.0	401.28
4238.0	439.26666666666665
4313.0	219.90666666666667
4388.0	310.93333333333334
4463.0	279.0133333333333
4538.0	154.81333333333333
4613.0	203.86666666666667
4688.0	201.01333333333332
4763.0	257.48
4838.0	231.6
4913.0	291.0933333333333
4988.0	305.24
5063.0	260.93333333333334
5138.0	347.0
5213.0	315.0133333333333
5288.0	212.14666666666668
5363.0	167.50666666666666
5438.0	239.73333333333332
5513.0	310.1333333333333
5588.0	347.36
5663.0	268.92
5738.0	220.65333333333334
5813.0	304.76
5888.0	526.04
5963.0	576.9733333333334
6038.0	312.3466666666667
6113.0	262.6
6188.0	297.3333333333333
6263.0	473.7733333333333
6338.0	403.52
6413.0	332.5466666666667
6488.0	265.72
6563.0	117.57333333333334
6638.0	169.92
6713.0	250.74666666666667
6788.0	177.01333333333332
6863.0	139.85333333333332
6938.0	107.90666666666667
7013.0	103.05333333333333
7088.0	148.22666666666666
7163.0	199.94666666666666
7238.0	220.12
7313.0	246.58666666666667
7388.0	221.30666666666667
7463.0	227.33333333333334
7538.0	191.72
7613.0	175.69333333333333
7688.0	185.93333333333334
7763.0	159.17333333333335
7838.0	149.45333333333335
7913.0	174.48
7988.0	168.53333333333333
8063.0	187.54666666666665
8138.0	200.73333333333332
8213.0	309.81333333333333
8288.0	235.05333333333334
8363.0	136.04
8438.0	193.44
8513.0	270.7866666666667
8588.0	251.42666666666668
8663.0	316.6
8738.0	271.48
8813.0	175.36
8888.0	148.94666666666666
8963.0	133.81333333333333
9038.0	178.01333333333332
9113.0	260.28
9188.0	256.6666666666667
9263.0	183.08
9338.0	141.33333333333334
9413.0	201.90666666666667
9488.0	222.45333333333335
9563.0	202.05333333333334
9638.0	148.54666666666665
9713.0	106.36
9788.0	164.08
9863.0	272.18666666666667
9938.0	356.8666666666667
10013.0	316.97333333333336
10088.0	221.94666666666666
10163.0	216.16
10238.0	214.81333333333333
10313.0	285.2133333333333
10388.0	370.38666666666666
10463.0	363.1333333333333
10538.0	428.76
10613.0	328.1333333333333
10688.0	295.81333333333333
10763.0	311.81333333333333
10838.0	214.62666666666667
10913.0	233.6
10988.0	238.45333333333335
11063.0	175.69333333333333
11138.0	137.41333333333333
11213.0	190.26666666666668
11288.0	288.6666666666667
11363.0	361.29333333333335
11438.0	383.2266666666667
11513.0	287.56
11588.0	211.08
11663.0	288.6533333333333
11738.0	275.50666666666666
11813.0	249.76
11888.0	272.08
11963.0	390.93333333333334
12038.0	374.7733333333333
12113.0	229.34666666666666
12188.0	345.3066666666667
12263.0	368.84
12338.0	336.28
12413.0	389.17333333333335
12488.0	303.70666666666665
12563.0	318.8933333333333
12638.0	403.6933333333333
12713.0	558.72
12788.0	506.28
12863.0	206.58666666666667
12938.0	195.30666666666667
13013.0	354.61333333333334
13088.0	417.46666666666664
13163.0	215.61333333333334
13238.0	161.86666666666667
13313.0	191.58666666666667
13388.0	232.05333333333334
13463.0	283.46666666666664
13538.0	191.05333333333334
13613.0	161.57333333333332
13688.0	341.81333333333333
13763.0	396.8
13838.0	354.14666666666665
13913.0	326.46666666666664
13988.0	181.02666666666667
14063.0	253.81333333333333
14138.0	355.52
14213.0	382.82666666666665
14288.0	302.32
14363.0	170.53333333333333
14438.0	259.0
14513.0	256.08
14588.0	285.92
14663.0	304.8
14738.0	236.33333333333334
14813.0	172.98666666666668
14888.0	212.97333333333333
14963.0	232.34666666666666
15038.0	304.81333333333333
15113.0	319.82666666666665
15188.0	222.13333333333333
15263.0	202.6
15338.0	239.04
15413.0	230.24
15488.0	237.18666666666667
15563.0	302.46666666666664
15638.0	255.89333333333335
15713.0	298.68
15788.0	397.6933333333333
15863.0	524.76
15938.0	346.9066666666667
16013.0	276.9066666666667
16088.0	378.93333333333334
16163.0	369.85333333333335
16238.0	181.4
16313.0	298.76
16388.0	382.94666666666666
16463.0	412.7733333333333
16538.0	461.25333333333333
16613.0	257.6933333333333
16688.0	277.85333333333335
16763.0	275.48
16838.0	282.64
16913.0	261.1066666666667
16988.0	248.18666666666667
17063.0	207.82666666666665
17138.0	126.96
17213.0	165.32
17288.0	317.36
17363.0	442.44
17438.0	426.6
17513.0	233.88
17588.0	406.58666666666664
17663.0	431.29333333333335
17738.0	349.9866666666667
17813.0	374.38666666666666
17888.0	288.0933333333333
17963.0	398.8933333333333
18038.0	463.56
18113.0	326.1333333333333
18188.0	280.1066666666667
18263.0	231.74666666666667
18338.0	225.97333333333333
18413.0	268.6933333333333
18488.0	318.46666666666664
18563.0	307.94666666666666
18638.0	256.5733333333333
18713.0	238.64
18788.0	186.57333333333332
18863.0	207.65333333333334
18938.0	259.9066666666667
19013.0	223.24
19088.0	190.8
19163.0	133.33333333333334
19238.0	154.85333333333332
19313.0	176.94666666666666
19388.0	160.88
19463.0	286.82666666666665
19538.0	562.4133333333333
19613.0	480.52
19688.0	263.25333333333333
19763.0	398.37333333333333
19838.0	310.8666666666667
19913.0	193.94666666666666
19988.0	368.92
20063.0	475.61333333333334
20138.0	444.73333333333335
20213.0	352.88
20288.0	252.18666666666667
20363.0	339.6
20438.0	204.90666666666667
20513.0	154.42666666666668
20588.0	213.2
20663.0	177.57333333333332
20738.0	210.58666666666667
20813.0	199.10666666666665
20888.0	139.13333333333333
20963.0	136.93333333333334
21038.0	186.94666666666666
21113.0	232.90666666666667
21188.0	202.22666666666666
21263.0	220.76
21338.0	184.2
21413.0	118.41333333333333
21488.0	228.86666666666667
21563.0	508.48
21638.0	459.52
21713.0	178.66666666666666
21788.0	224.2
21863.0	222.01333333333332
21938.0	193.10666666666665
22013.0	309.36
22088.0	299.72
22163.0	119.45333333333333
22238.0	251.68
22313.0	295.50666666666666
22388.0	135.57333333333332
22463.0	161.18666666666667
22538.0	212.65333333333334
22613.0	173.38666666666666
22688.0	147.04
22763.0	137.33333333333334
22838.0	124.68
22913.0	159.58666666666667
22988.0	188.69333333333333
23063.0	222.13333333333333
23138.0	189.78666666666666
23213.0	254.90666666666667
23288.0	315.70666666666665
23363.0	322.0933333333333
23438.0	327.46666666666664
23513.0	351.92
23588.0	347.5466666666667
23663.0	296.82666666666665
23738.0	215.45333333333335
23813.0	321.37333333333333
23888.0	418.2
23963.0	348.12
24038.0	302.94666666666666
24113.0	234.69333333333333
24188.0	163.32
24263.0	201.4
24338.0	171.46666666666667
24413.0	122.25333333333333
24488.0	153.29333333333332
24563.0	206.04
24638.0	222.78666666666666
24713.0	201.56
24788.0	283.4533333333333
24863.0	314.36
24938.0	345.29333333333335
25013.0	320.29333333333335
25088.0	182.70666666666668
25163.0	156.88
25238.0	148.21333333333334
25313.0	147.77333333333334
25388.0	248.58666666666667
25463.0	200.97333333333333
25538.0	124.30666666666667
25613.0	131.09333333333333
25688.0	217.66666666666666
25763.0	240.72
25838.0	168.56
25913.0	182.02666666666667
25988.0	152.89333333333335
26063.0	166.13333333333333
26138.0	205.86666666666667
26213.0	231.18666666666667
26288.0	245.52
26363.0	221.52
26438.0	222.17333333333335
26513.0	154.44
26588.0	167.02666666666667
26663.0	335.74666666666667
26738.0	359.62666666666667
26813.0	392.5466666666667
26888.0	478.68
26963.0	389.93333333333334
27038.0	178.62666666666667
27113.0	199.94666666666666
27188.0	306.74666666666667
27263.0	402.64
27338.0	441.1066666666667
27413.0	357.7733333333333
27488.0	334.44
27563.0	213.44
27638.0	175.57333333333332
27713.0	187.48
27788.0	255.05333333333334
27863.0	355.72
27938.0	383.68
28013.0	312.5466666666667
28088.0	263.76
28163.0	286.68
28238.0	383.37333333333333
28313.0	469.3333333333333
28388.0	442.96
28463.0	382.17333333333335
28538.0	334.2133333333333
28613.0	427.04
28688.0	417.76
28763.0	292.3466666666667
28838.0	260.49333333333334
28913.0	274.17333333333335
28988.0	355.64
29063.0	464.0133333333333
29138.0	342.70666666666665
29213.0	288.29333333333335
29288.0	509.37333333333333
29363.0	550.5466666666666
29438.0	573.2
29513.0	564.6133333333333
