#Position (bp)	insert size
38.0	12884.510204081633
113.0	183.61333333333334
188.0	175.57142857142858
263.0	200.80357142857142
338.0	213.41538461538462
413.0	236.26041666666666
488.0	207.7826086956522
563.0	172.07766990291262
638.0	192.04819277108433
713.0	183.5326086956522
788.0	161.90425531914894
863.0	167.0873786407767
938.0	176.7439024390244
1013.0	203.68
1088.0	208.62857142857143
1163.0	196.96296296296296
1238.0	152.58441558441558
1313.0	145.0958904109589
1388.0	192.43589743589743
1463.0	183.53061224489795
1538.0	176.36111111111111
1613.0	189.17808219178082
1688.0	199.74576271186442
1763.0	186.23469387755102
1838.0	157.59821428571428
1913.0	186.22857142857143
1988.0	213.33333333333334
2063.0	213.40816326530611
2138.0	165.23076923076923
2213.0	200.36263736263737
2288.0	161.14545454545456
2363.0	152.12857142857143
2438.0	185.78947368421052
2513.0	184.43859649122808
2588.0	179.06410256410257
2663.0	192.75
2738.0	175.5974025974026
2813.0	163.26666666666668
2888.0	165.38095238095238
2963.0	166.97560975609755
3038.0	242.09302325581396
3113.0	213.54
3188.0	223.24615384615385
3263.0	209.9344262295082
3338.0	159.52542372881356
3413.0	167.32407407407408
3488.0	160.7906976744186
3563.0	157.84375
3638.0	154.27027027027026
3713.0	212.09259259259258
3788.0	190.1888888888889
3863.0	227.05357142857142
3938.0	228.96428571428572
4013.0	178.45217391304348
4088.0	174.3921568627451
4163.0	149.1031746031746
4238.0	177.12280701754386
4313.0	171.83516483516485
4388.0	146.36363636363637
4463.0	185.97297297297297
4538.0	175.87671232876713
4613.0	183.88888888888889
4688.0	189.23728813559322
4763.0	193.45454545454547
4838.0	202.0
4913.0	168.01
4988.0	196.33333333333334
5063.0	182.01098901098902
5138.0	156.79746835443038
5213.0	186.390625
5288.0	249.38636363636363
5363.0	215.93548387096774
5438.0	192.44578313253012
5513.0	170.98076923076923
5588.0	209.36708860759492
5663.0	236.96226415094338
5738.0	203.52941176470588
5813.0	182.74561403508773
5888.0	154.4258064516129
5963.0	165.5888888888889
6038.0	187.52439024390245
6113.0	198.231884057971
6188.0	163.40714285714284
6263.0	158.11926605504587
6338.0	169.52631578947367
6413.0	161.2207792207792
6488.0	195.9
6563.0	201.6904761904762
6638.0	169.75641025641025
6713.0	168.24489795918367
6788.0	166.07142857142858
6863.0	186.13513513513513
6938.0	204.65217391304347
7013.0	202.26666666666668
7088.0	200.6060606060606
7163.0	187.9016393442623
7238.0	175.79661016949152
7313.0	169.25
7388.0	175.44927536231884
7463.0	140.64583333333334
7538.0	182.9298245614035
7613.0	162.57894736842104
7688.0	170.85416666666666
7763.0	177.61904761904762
7838.0	172.3448275862069
7913.0	224.30434782608697
7988.0	179.25423728813558
8063.0	197.3793103448276
8138.0	158.27272727272728
8213.0	134.66101694915255
8288.0	152.3
8363.0	206.8
8438.0	159.9784946236559
8513.0	189.81944444444446
8588.0	180.03529411764706
8663.0	163.1818181818182
8738.0	161.1590909090909
8813.0	203.875
8888.0	172.22916666666666
8963.0	203.49122807017545
9038.0	164.07692307692307
9113.0	182.92
9188.0	150.0731707317073
9263.0	198.21428571428572
9338.0	177.875
9413.0	181.5
9488.0	166.90196078431373
9563.0	197.78787878787878
9638.0	235.77142857142857
9713.0	199.07142857142858
9788.0	166.4078947368421
9863.0	175.74468085106383
9938.0	345.8989898989899
10013.0	168.93548387096774
10088.0	186.78947368421052
10163.0	210.2173913043478
10238.0	199.8
10313.0	177.76237623762376
10388.0	211.06796116504853
10463.0	174.47540983606558
10538.0	169.46753246753246
10613.0	176.06521739130434
10688.0	163.08450704225353
10763.0	176.47222222222223
10838.0	171.3
10913.0	167.53030303030303
10988.0	161.33333333333334
11063.0	190.38235294117646
11138.0	209.25806451612902
11213.0	188.36470588235295
11288.0	170.0943396226415
11363.0	162.54
11438.0	174.46376811594203
11513.0	221.11764705882354
11588.0	187.01136363636363
11663.0	187.68115942028984
11738.0	201.015625
11813.0	198.3452380952381
11888.0	175.4949494949495
11963.0	154.45871559633028
12038.0	222.14285714285714
12113.0	181.5142857142857
12188.0	171.05434782608697
12263.0	171.49397590361446
12338.0	167.46902654867256
12413.0	182.59183673469389
12488.0	202.74747474747474
12563.0	198.56730769230768
12638.0	174.98611111111111
12713.0	136.7605633802817
12788.0	160.5744680851064
12863.0	212.28571428571428
12938.0	183.56565656565655
13013.0	151.20535714285714
13088.0	151.77551020408163
13163.0	198.11864406779662
13238.0	206.14285714285714
13313.0	204.85245901639345
13388.0	176.69135802469137
13463.0	219.85
13538.0	223.54901960784315
