#Position (bp)	Coverage
38.0	3.6666666666666665
113.0	4.12
188.0	8.813333333333333
263.0	6.8
338.0	3.973333333333333
413.0	7.84
488.0	8.493333333333334
563.0	9.0
638.0	16.173333333333332
713.0	16.96
788.0	12.4
863.0	7.56
938.0	7.466666666666667
1013.0	8.533333333333333
1088.0	7.746666666666667
1163.0	9.933333333333334
1238.0	8.12
1313.0	7.48
1388.0	5.72
1463.0	5.586666666666667
1538.0	6.226666666666667
1613.0	5.04
1688.0	7.44
1763.0	7.466666666666667
1838.0	13.826666666666666
1913.0	14.746666666666666
1988.0	3.8533333333333335
2063.0	1.48
2138.0	4.96
2213.0	16.573333333333334
2288.0	15.373333333333333
2363.0	11.546666666666667
2438.0	5.36
2513.0	2.1733333333333333
2588.0	4.64
2663.0	5.32
2738.0	7.026666666666666
2813.0	6.346666666666667
2888.0	8.52
2963.0	7.053333333333334
3038.0	3.973333333333333
3113.0	1.52
3188.0	3.72
3263.0	16.52
3338.0	31.08
3413.0	27.093333333333334
3488.0	16.066666666666666
3563.0	12.12
3638.0	12.333333333333334
3713.0	2.7466666666666666
3788.0	2.6133333333333333
3863.0	7.226666666666667
3938.0	3.8
4013.0	7.293333333333333
4088.0	8.426666666666666
4163.0	9.906666666666666
4238.0	13.133333333333333
4313.0	10.72
4388.0	25.133333333333333
4463.0	20.4
4538.0	2.24
4613.0	2.6666666666666665
4688.0	8.48
4763.0	16.866666666666667
4838.0	12.506666666666666
4913.0	11.053333333333333
4988.0	9.493333333333334
5063.0	9.626666666666667
5138.0	8.88
5213.0	8.88
5288.0	8.573333333333334
5363.0	9.146666666666667
5438.0	8.346666666666666
5513.0	10.066666666666666
5588.0	13.08
5663.0	9.68
5738.0	6.12
5813.0	7.266666666666667
5888.0	10.893333333333333
5963.0	14.426666666666666
6038.0	14.626666666666667
6113.0	11.28
6188.0	8.373333333333333
6263.0	17.69333333333333
6338.0	17.586666666666666
6413.0	15.68
6488.0	13.053333333333333
6563.0	4.0
6638.0	8.786666666666667
6713.0	10.213333333333333
6788.0	6.213333333333333
6863.0	4.306666666666667
6938.0	2.3333333333333335
7013.0	1.1733333333333333
7088.0	3.28
7163.0	5.933333333333334
7238.0	5.48
7313.0	3.506666666666667
7388.0	3.24
7463.0	8.906666666666666
7538.0	11.28
7613.0	9.56
7688.0	10.746666666666666
7763.0	5.573333333333333
7838.0	0.38666666666666666
7913.0	3.6533333333333333
7988.0	3.32
8063.0	2.0
8138.0	8.88
8213.0	18.253333333333334
8288.0	9.213333333333333
8363.0	2.533333333333333
8438.0	5.68
8513.0	8.813333333333333
8588.0	8.12
8663.0	10.68
8738.0	4.013333333333334
8813.0	1.16
8888.0	0.013333333333333334
8963.0	1.6533333333333333
9038.0	2.0
9113.0	2.8666666666666667
9188.0	5.4
9263.0	6.1466666666666665
9338.0	2.546666666666667
9413.0	3.4266666666666667
9488.0	7.746666666666667
9563.0	7.44
9638.0	6.173333333333333
9713.0	4.52
9788.0	4.746666666666667
9863.0	8.8
9938.0	11.24
10013.0	10.546666666666667
10088.0	7.84
10163.0	9.426666666666666
10238.0	11.04
10313.0	12.426666666666666
10388.0	14.506666666666666
10463.0	7.6
