#Position (bp)	insert size
38.0	7336.0
113.0	112.5
188.0	124.0
263.0	369.0
338.0	279.3333333333333
413.0	272.2
488.0	252.0
563.0	208.66666666666666
638.0	135.0
713.0	104.75
788.0	128.5
863.0	189.0
938.0	126.5
1013.0	219.33333333333334
1088.0	155.5
1163.0	165.0
1238.0	105.0
1313.0	107.25
1388.0	121.0
1463.0	189.0
1538.0	234.0
1613.0	189.0
1688.0	56.0
1763.0	178.6
1838.0	142.25
1913.0	161.0
1988.0	0.0
2063.0	170.0
2138.0	195.57142857142858
2213.0	144.0
2288.0	153.33333333333334
2363.0	59.0
2438.0	20.0
2513.0	242.0
2588.0	0.0
2663.0	95.66666666666667
2738.0	109.0
2813.0	165.0
2888.0	170.66666666666666
2963.0	0.0
3038.0	0.0
3113.0	0.0
3188.0	146.42857142857142
3263.0	176.72727272727272
3338.0	195.42857142857142
3413.0	142.66666666666666
3488.0	0.0
3563.0	105.4
3638.0	87.0
3713.0	0.0
3788.0	125.0
3863.0	85.0
3938.0	170.0
4013.0	153.0
4088.0	244.0
4163.0	155.25
4238.0	172.25
4313.0	169.14285714285714
4388.0	120.25
4463.0	270.0
4538.0	0.0
4613.0	231.33333333333334
4688.0	124.0
4763.0	150.14285714285714
4838.0	111.0
4913.0	103.0
4988.0	178.75
5063.0	227.0
5138.0	260.6666666666667
5213.0	285.0
5288.0	159.0
5363.0	216.66666666666666
5438.0	206.75
5513.0	0.0
5588.0	144.6
5663.0	153.33333333333334
5738.0	226.33333333333334
5813.0	248.0
5888.0	208.0
5963.0	158.66666666666666
6038.0	152.0
6113.0	0.0
6188.0	185.875
6263.0	211.16666666666666
6338.0	167.5
6413.0	192.5
6488.0	20.0
6563.0	162.5
6638.0	138.33333333333334
6713.0	140.5
6788.0	217.66666666666666
6863.0	0.0
6938.0	0.0
7013.0	193.0
7088.0	196.0
7163.0	162.5
7238.0	136.0
7313.0	0.0
7388.0	161.33333333333334
7463.0	115.75
7538.0	165.8
7613.0	97.0
7688.0	138.0
7763.0	0.0
7838.0	0.0
7913.0	216.0
7988.0	0.0
8063.0	206.33333333333334
8138.0	189.6
8213.0	124.0
8288.0	344.0
8363.0	312.0
8438.0	161.25
8513.0	164.0
8588.0	89.66666666666667
8663.0	172.0
8738.0	0.0
8813.0	0.0
8888.0	0.0
8963.0	93.0
9038.0	0.0
9113.0	158.5
9188.0	105.33333333333333
9263.0	0.0
9338.0	81.0
9413.0	169.5
9488.0	163.5
9563.0	0.0
9638.0	244.0
9713.0	0.0
9788.0	56.333333333333336
9863.0	172.25
9938.0	137.0
10013.0	183.5
10088.0	163.66666666666666
10163.0	210.33333333333334
10238.0	191.33333333333334
10313.0	123.2
10388.0	247.5
10463.0	155.66666666666666
10538.0	116.83333333333333
10613.0	189.33333333333334
10688.0	298.0
10763.0	132.25
10838.0	156.0
10913.0	247.5
10988.0	267.0
11063.0	215.0
11138.0	19.0
11213.0	188.8
11288.0	174.6
11363.0	144.4
11438.0	73.0
11513.0	226.66666666666666
11588.0	198.0
11663.0	193.25
11738.0	80.0
11813.0	174.33333333333334
11888.0	167.83333333333334
11963.0	161.14285714285714
12038.0	245.66666666666666
12113.0	139.14285714285714
12188.0	169.33333333333334
12263.0	201.0
12338.0	130.0
12413.0	159.8
12488.0	224.5
12563.0	129.0
12638.0	152.8
12713.0	137.0
12788.0	151.0
12863.0	0.0
12938.0	136.66666666666666
13013.0	169.6
13088.0	138.33333333333334
13163.0	0.0
13238.0	155.0
13313.0	234.0
13388.0	129.5
13463.0	66.0
13538.0	218.0
13613.0	173.5
13688.0	249.0
13763.0	170.66666666666666
13838.0	119.0
13913.0	134.66666666666666
13988.0	172.0
14063.0	206.33333333333334
14138.0	139.42857142857142
14213.0	96.8
14288.0	223.0
14363.0	0.0
14438.0	141.0
14513.0	131.75
14588.0	141.0
14663.0	145.66666666666666
14738.0	157.75
14813.0	288.0
14888.0	160.25
14963.0	173.0
15038.0	167.5
15113.0	153.0
15188.0	243.66666666666666
15263.0	244.5
15338.0	134.0
15413.0	228.0
15488.0	134.66666666666666
15563.0	181.25
15638.0	179.0
15713.0	195.125
15788.0	114.875
15863.0	224.0
15938.0	156.0
16013.0	111.0
16088.0	144.75
16163.0	0.0
16238.0	187.0
16313.0	144.33333333333334
16388.0	181.33333333333334
16463.0	127.0
16538.0	122.33333333333333
16613.0	147.0
16688.0	272.25
16763.0	158.2
16838.0	108.0
16913.0	325.5
16988.0	69.0
17063.0	0.0
17138.0	0.0
17213.0	107.0
17288.0	206.75
17363.0	118.5
17438.0	322.6666666666667
17513.0	156.33333333333334
17588.0	110.25
17663.0	165.0
17738.0	209.88888888888889
